cast_gene,129_gene,nod_gene,c3h_gene,mouse_gene
MGP_CASTEiJ_G0004759,MGP_129S1SvImJ_G0004896,MGP_NODShiLtJ_G0004824,MGP_C3HHeJ_G0004808,ENSMUSG00000099839
MGP_CASTEiJ_G0030077,MGP_129S1SvImJ_G0030989,MGP_NODShiLtJ_G0030794,MGP_C3HHeJ_G0030742,ENSMUSG00000030050
MGP_CASTEiJ_G0035949,MGP_129S1SvImJ_G0037097,MGP_NODShiLtJ_G0036870,MGP_C3HHeJ_G0036762,ENSMUSG00000102770
MGP_CASTEiJ_G0036601,MGP_129S1SvImJ_G0037794,MGP_NODShiLtJ_G0037555,MGP_C3HHeJ_G0037438,ENSMUSG00000064927
MGP_CASTEiJ_G0019639,MGP_129S1SvImJ_G0020371,MGP_NODShiLtJ_G0020213,MGP_C3HHeJ_G0020122,ENSMUSG00000021335
MGP_CASTEiJ_G0019591,MGP_129S1SvImJ_G0020314,MGP_NODShiLtJ_G0020163,MGP_C3HHeJ_G0020067,ENSMUSG00000069297
MGP_CASTEiJ_G0005506,MGP_129S1SvImJ_G0005648,MGP_NODShiLtJ_G0005579,MGP_C3HHeJ_G0005562,ENSMUSG00000097401
MGP_CASTEiJ_G0007136,MGP_129S1SvImJ_G0007314,MGP_NODShiLtJ_G0007236,MGP_C3HHeJ_G0007233,ENSMUSG00000079070
MGP_CASTEiJ_G0007050,MGP_129S1SvImJ_G0007229,MGP_NODShiLtJ_G0007151,MGP_C3HHeJ_G0007148,ENSMUSG00000030636
MGP_CASTEiJ_G0031648,MGP_129S1SvImJ_G0032621,MGP_NODShiLtJ_G0032430,MGP_C3HHeJ_G0032322,ENSMUSG00000073969
MGP_CASTEiJ_G0018315,MGP_129S1SvImJ_G0019007,MGP_NODShiLtJ_G0018857,MGP_C3HHeJ_G0018762,ENSMUSG00000048763
MGP_CASTEiJ_G0008083,MGP_129S1SvImJ_G0008299,MGP_NODShiLtJ_G0008204,MGP_C3HHeJ_G0008214,ENSMUSG00000076304
MGP_CASTEiJ_G0032452,MGP_129S1SvImJ_G0033436,MGP_NODShiLtJ_G0033243,MGP_C3HHeJ_G0033126,ENSMUSG00000045337
MGP_CASTEiJ_G0020198,MGP_129S1SvImJ_G0020939,MGP_NODShiLtJ_G0020775,MGP_C3HHeJ_G0020678,ENSMUSG00000047789
MGP_CASTEiJ_G0029428,MGP_129S1SvImJ_G0030326,MGP_NODShiLtJ_G0030129,MGP_C3HHeJ_G0030023,ENSMUSG00000046658
MGP_CASTEiJ_G0033085,MGP_129S1SvImJ_G0034073,MGP_NODShiLtJ_G0033876,MGP_C3HHeJ_G0033759,ENSMUSG00000031901
MGP_CASTEiJ_G0028709,MGP_129S1SvImJ_G0029601,MGP_NODShiLtJ_G0029404,MGP_C3HHeJ_G0029301,ENSMUSG00000037653
MGP_CASTEiJ_G0023173,MGP_129S1SvImJ_G0023968,MGP_NODShiLtJ_G0023789,MGP_C3HHeJ_G0023691,ENSMUSG00000024228
MGP_CASTEiJ_G0008753,MGP_129S1SvImJ_G0009009,MGP_NODShiLtJ_G0008185,MGP_C3HHeJ_G0008916,ENSMUSG00000099176
MGP_CASTEiJ_G0019700,MGP_129S1SvImJ_G0020430,MGP_NODShiLtJ_G0020272,MGP_C3HHeJ_G0020183,ENSMUSG00000042842
MGP_CASTEiJ_G0015475,MGP_129S1SvImJ_G0016122,MGP_NODShiLtJ_G0015988,MGP_C3HHeJ_G0015891,ENSMUSG00000053153
MGP_CASTEiJ_G0027252,MGP_129S1SvImJ_G0028098,MGP_NODShiLtJ_G0027912,MGP_C3HHeJ_G0027797,ENSMUSG00000045751
MGP_CASTEiJ_G0022124,MGP_129S1SvImJ_G0022868,MGP_NODShiLtJ_G0022696,MGP_C3HHeJ_G0022598,ENSMUSG00000061100
MGP_CASTEiJ_G0023341,MGP_129S1SvImJ_G0024135,MGP_NODShiLtJ_G0023958,MGP_C3HHeJ_G0023863,ENSMUSG00000057440
MGP_CASTEiJ_G0026658,MGP_129S1SvImJ_G0027496,MGP_NODShiLtJ_G0027315,MGP_C3HHeJ_G0027211,ENSMUSG00000054215
MGP_CASTEiJ_G0019338,MGP_129S1SvImJ_G0020048,MGP_NODShiLtJ_G0019904,MGP_C3HHeJ_G0019792,ENSMUSG00000055271
MGP_CASTEiJ_G0032161,MGP_129S1SvImJ_G0033134,MGP_NODShiLtJ_G0032941,MGP_C3HHeJ_G0032831,ENSMUSG00000050866
MGP_CASTEiJ_G0031556,MGP_129S1SvImJ_G0032529,MGP_NODShiLtJ_G0032337,MGP_C3HHeJ_G0032229,ENSMUSG00000025439
MGP_CASTEiJ_G0018092,MGP_129S1SvImJ_G0018785,MGP_NODShiLtJ_G0018633,MGP_C3HHeJ_G0018538,ENSMUSG00000001100
MGP_CASTEiJ_G0007937,MGP_129S1SvImJ_G0008147,MGP_NODShiLtJ_G0008056,MGP_C3HHeJ_G0008061,ENSMUSG00000093192
MGP_CASTEiJ_G0026937,MGP_129S1SvImJ_G0027779,MGP_NODShiLtJ_G0027596,MGP_C3HHeJ_G0027481,ENSMUSG00000027886
MGP_CASTEiJ_G0018273,MGP_129S1SvImJ_G0018963,MGP_NODShiLtJ_G0018813,MGP_C3HHeJ_G0018718,ENSMUSG00000020869
MGP_CASTEiJ_G0015182,MGP_129S1SvImJ_G0015830,MGP_NODShiLtJ_G0015698,MGP_C3HHeJ_G0015602,ENSMUSG00000099032
MGP_CASTEiJ_G0018182,MGP_129S1SvImJ_G0018873,MGP_NODShiLtJ_G0018722,MGP_C3HHeJ_G0018627,ENSMUSG00000020530
MGP_CASTEiJ_G0032690,MGP_129S1SvImJ_G0033676,MGP_NODShiLtJ_G0033482,MGP_C3HHeJ_G0033365,ENSMUSG00000031862
MGP_CASTEiJ_G0017977,MGP_129S1SvImJ_G0018669,MGP_NODShiLtJ_G0018517,MGP_C3HHeJ_G0018422,ENSMUSG00000095095
MGP_CASTEiJ_G0036527,MGP_129S1SvImJ_G0037717,MGP_NODShiLtJ_G0037479,MGP_C3HHeJ_G0037363,ENSMUSG00000065658
MGP_CASTEiJ_G0035836,MGP_129S1SvImJ_G0036982,MGP_NODShiLtJ_G0036755,MGP_C3HHeJ_G0036647,ENSMUSG00000104583
MGP_CASTEiJ_G0032929,MGP_129S1SvImJ_G0033912,MGP_NODShiLtJ_G0033717,MGP_C3HHeJ_G0033598,ENSMUSG00000031654
MGP_CASTEiJ_G0021853,MGP_129S1SvImJ_G0022594,MGP_NODShiLtJ_G0022423,MGP_C3HHeJ_G0022325,ENSMUSG00000003166
MGP_CASTEiJ_G0023525,MGP_129S1SvImJ_G0024317,MGP_NODShiLtJ_G0024146,MGP_C3HHeJ_G0024050,ENSMUSG00000045876
MGP_CASTEiJ_G0036841,MGP_129S1SvImJ_G0038040,MGP_NODShiLtJ_G0037797,MGP_C3HHeJ_G0037685,ENSMUSG00000084469
MGP_CASTEiJ_G0007214,MGP_129S1SvImJ_G0007393,MGP_NODShiLtJ_G0007314,MGP_C3HHeJ_G0007311,ENSMUSG00000097783
MGP_CASTEiJ_G0034116,MGP_129S1SvImJ_G0035120,MGP_NODShiLtJ_G0034921,MGP_C3HHeJ_G0034804,ENSMUSG00000062270
MGP_CASTEiJ_G0028550,MGP_129S1SvImJ_G0029442,MGP_NODShiLtJ_G0029246,MGP_C3HHeJ_G0029141,ENSMUSG00000037379
MGP_CASTEiJ_G0038232,MGP_129S1SvImJ_G0039462,MGP_NODShiLtJ_G0039218,MGP_C3HHeJ_G0039100,ENSMUSG00000077545
MGP_CASTEiJ_G0022240,MGP_129S1SvImJ_G0022986,MGP_NODShiLtJ_G0022815,MGP_C3HHeJ_G0022718,ENSMUSG00000045331
MGP_CASTEiJ_G0015847,MGP_129S1SvImJ_G0016498,MGP_NODShiLtJ_G0016370,MGP_C3HHeJ_G0016267,ENSMUSG00000026450
MGP_CASTEiJ_G0016509,MGP_129S1SvImJ_G0017170,MGP_NODShiLtJ_G0017034,MGP_C3HHeJ_G0016930,ENSMUSG00000038417
MGP_CASTEiJ_G0037240,MGP_129S1SvImJ_G0038455,MGP_NODShiLtJ_G0038207,MGP_C3HHeJ_G0038095,ENSMUSG00000084667
MGP_CASTEiJ_G0032164,MGP_129S1SvImJ_G0033137,MGP_NODShiLtJ_G0032944,MGP_C3HHeJ_G0032834,ENSMUSG00000054612
MGP_CASTEiJ_G0030595,MGP_129S1SvImJ_G0031523,MGP_NODShiLtJ_G0031334,MGP_C3HHeJ_G0031226,ENSMUSG00000006335
MGP_CASTEiJ_G0008969,MGP_129S1SvImJ_G0009233,MGP_NODShiLtJ_G0009118,MGP_C3HHeJ_G0009139,ENSMUSG00000098787
MGP_CASTEiJ_G0027490,MGP_129S1SvImJ_G0028355,MGP_NODShiLtJ_G0028163,MGP_C3HHeJ_G0028054,ENSMUSG00000038422
MGP_CASTEiJ_G0019691,MGP_129S1SvImJ_G0020421,MGP_NODShiLtJ_G0020263,MGP_C3HHeJ_G0020174,ENSMUSG00000038415
MGP_CASTEiJ_G0017782,MGP_129S1SvImJ_G0018473,MGP_NODShiLtJ_G0018323,MGP_C3HHeJ_G0018226,ENSMUSG00000020549
MGP_CASTEiJ_G0026958,MGP_129S1SvImJ_G0027801,MGP_NODShiLtJ_G0027616,MGP_C3HHeJ_G0027502,ENSMUSG00000027966
MGP_CASTEiJ_G0015968,MGP_129S1SvImJ_G0016622,MGP_NODShiLtJ_G0016492,MGP_C3HHeJ_G0016388,ENSMUSG00000026602
MGP_CASTEiJ_G0036037,MGP_129S1SvImJ_G0037191,MGP_NODShiLtJ_G0036962,MGP_C3HHeJ_G0036851,ENSMUSG00000093879
MGP_CASTEiJ_G0006367,MGP_129S1SvImJ_G0006519,MGP_NODShiLtJ_G0006449,MGP_C3HHeJ_G0006435,ENSMUSG00000085389
MGP_CASTEiJ_G0018916,MGP_129S1SvImJ_G0019613,MGP_NODShiLtJ_G0019471,MGP_C3HHeJ_G0019361,ENSMUSG00000020580
MGP_CASTEiJ_G0016618,MGP_129S1SvImJ_G0017286,MGP_NODShiLtJ_G0017146,MGP_C3HHeJ_G0017047,ENSMUSG00000020087
MGP_CASTEiJ_G0006537,MGP_129S1SvImJ_G0006699,MGP_NODShiLtJ_G0006624,MGP_C3HHeJ_G0006614,ENSMUSG00000097135
MGP_CASTEiJ_G0030665,MGP_129S1SvImJ_G0031599,MGP_NODShiLtJ_G0031410,MGP_C3HHeJ_G0031302,ENSMUSG00000054893
MGP_CASTEiJ_G0028139,MGP_129S1SvImJ_G0029010,MGP_NODShiLtJ_G0028814,MGP_C3HHeJ_G0028707,ENSMUSG00000028747
MGP_CASTEiJ_G0027288,MGP_129S1SvImJ_G0017317,MGP_NODShiLtJ_G0027948,MGP_C3HHeJ_G0017078,ENSMUSG00000048185
MGP_CASTEiJ_G0034366,MGP_129S1SvImJ_G0035376,MGP_NODShiLtJ_G0035173,MGP_C3HHeJ_G0035060,ENSMUSG00000032503
MGP_CASTEiJ_G0030141,MGP_129S1SvImJ_G0031054,MGP_NODShiLtJ_G0030861,MGP_C3HHeJ_G0030674,ENSMUSG00000034037
MGP_CASTEiJ_G0022126,MGP_129S1SvImJ_G0022870,MGP_NODShiLtJ_G0022698,MGP_C3HHeJ_G0022600,ENSMUSG00000064061
MGP_CASTEiJ_G0020593,MGP_129S1SvImJ_G0021331,MGP_NODShiLtJ_G0021168,MGP_C3HHeJ_G0021074,ENSMUSG00000022203
MGP_CASTEiJ_G0015276,MGP_129S1SvImJ_G0015924,MGP_NODShiLtJ_G0015790,MGP_C3HHeJ_G0015695,ENSMUSG00000037408
MGP_CASTEiJ_G0037715,MGP_129S1SvImJ_G0038932,MGP_NODShiLtJ_G0038687,MGP_C3HHeJ_G0038574,ENSMUSG00000087857
MGP_CASTEiJ_G0006372,MGP_129S1SvImJ_G0006524,MGP_NODShiLtJ_G0006454,MGP_C3HHeJ_G0006440,ENSMUSG00000078531
MGP_CASTEiJ_G0019064,MGP_129S1SvImJ_G0019768,MGP_NODShiLtJ_G0019623,MGP_C3HHeJ_G0019512,ENSMUSG00000020994
MGP_CASTEiJ_G0018213,MGP_129S1SvImJ_G0018904,MGP_NODShiLtJ_G0018753,MGP_C3HHeJ_G0018658,ENSMUSG00000010342
MGP_CASTEiJ_G0025798,MGP_129S1SvImJ_G0026618,MGP_NODShiLtJ_G0026435,MGP_C3HHeJ_G0026337,ENSMUSG00000027445
MGP_CASTEiJ_G0017488,MGP_129S1SvImJ_G0018170,MGP_NODShiLtJ_G0018025,MGP_C3HHeJ_G0017924,ENSMUSG00000055415
MGP_CASTEiJ_G0028002,MGP_129S1SvImJ_G0028873,MGP_NODShiLtJ_G0028677,MGP_C3HHeJ_G0028569,ENSMUSG00000054428
MGP_CASTEiJ_G0025327,MGP_129S1SvImJ_G0026141,MGP_NODShiLtJ_G0025965,MGP_C3HHeJ_G0025862,ENSMUSG00000002111
MGP_CASTEiJ_G0018700,MGP_129S1SvImJ_G0019396,MGP_NODShiLtJ_G0019253,MGP_C3HHeJ_G0019145,ENSMUSG00000020743
MGP_CASTEiJ_G0025034,MGP_129S1SvImJ_G0025838,MGP_NODShiLtJ_G0025675,MGP_C3HHeJ_G0025570,ENSMUSG00000075284
MGP_CASTEiJ_G0034759,MGP_129S1SvImJ_G0035793,MGP_NODShiLtJ_G0035581,MGP_C3HHeJ_G0035467,ENSMUSG00000031343
MGP_CASTEiJ_G0032865,MGP_129S1SvImJ_G0033849,MGP_NODShiLtJ_G0033654,MGP_C3HHeJ_G0033535,ENSMUSG00000005465
MGP_CASTEiJ_G0038325,MGP_129S1SvImJ_G0039561,MGP_NODShiLtJ_G0039316,MGP_C3HHeJ_G0039198,ENSMUSG00000088577
MGP_CASTEiJ_G0035113,MGP_129S1SvImJ_G0036145,MGP_NODShiLtJ_G0035926,MGP_C3HHeJ_G0035821,ENSMUSG00000070713
MGP_CASTEiJ_G0020136,MGP_129S1SvImJ_G0020875,MGP_NODShiLtJ_G0020712,MGP_C3HHeJ_G0020618,ENSMUSG00000041632
MGP_CASTEiJ_G0016928,MGP_129S1SvImJ_G0017596,MGP_NODShiLtJ_G0017459,MGP_C3HHeJ_G0017361,ENSMUSG00000050035
MGP_CASTEiJ_G0006573,MGP_129S1SvImJ_G0006735,MGP_NODShiLtJ_G0006660,MGP_C3HHeJ_G0006650,ENSMUSG00000105618
MGP_CASTEiJ_G0036463,MGP_129S1SvImJ_G0037647,MGP_NODShiLtJ_G0037411,MGP_C3HHeJ_G0037298,ENSMUSG00000065319
MGP_CASTEiJ_G0015618,MGP_129S1SvImJ_G0016267,MGP_NODShiLtJ_G0016137,MGP_C3HHeJ_G0016033,ENSMUSG00000079434
MGP_CASTEiJ_G0007069,MGP_129S1SvImJ_G0007248,MGP_NODShiLtJ_G0007170,MGP_C3HHeJ_G0007167,ENSMUSG00000097220
MGP_CASTEiJ_G0018950,MGP_129S1SvImJ_G0019647,MGP_NODShiLtJ_G0019506,MGP_C3HHeJ_G0019395,ENSMUSG00000036613
MGP_CASTEiJ_G0004888,MGP_129S1SvImJ_G0005028,MGP_NODShiLtJ_G0004955,MGP_C3HHeJ_G0004940,ENSMUSG00000104306
MGP_CASTEiJ_G0022173,MGP_129S1SvImJ_G0022916,MGP_NODShiLtJ_G0022744,MGP_C3HHeJ_G0022646,ENSMUSG00000047960
MGP_CASTEiJ_G0006323,MGP_129S1SvImJ_G0006474,MGP_NODShiLtJ_G0006404,MGP_C3HHeJ_G0006390,ENSMUSG00000085863
MGP_CASTEiJ_G0025812,MGP_129S1SvImJ_G0026632,MGP_NODShiLtJ_G0026452,MGP_C3HHeJ_G0026352,ENSMUSG00000032046
MGP_CASTEiJ_G0014477,MGP_129S1SvImJ_G0015163,MGP_NODShiLtJ_G0015033,MGP_C3HHeJ_G0014923,ENSMUSG00000073073
MGP_CASTEiJ_G0017658,MGP_129S1SvImJ_G0018341,MGP_NODShiLtJ_G0018194,MGP_C3HHeJ_G0018093,ENSMUSG00000037331
MGP_CASTEiJ_G0026694,MGP_129S1SvImJ_G0027534,MGP_NODShiLtJ_G0027354,MGP_C3HHeJ_G0027246,ENSMUSG00000052415
MGP_CASTEiJ_G0037556,MGP_129S1SvImJ_G0038775,MGP_NODShiLtJ_G0038527,MGP_C3HHeJ_G0038414,ENSMUSG00000089331
MGP_CASTEiJ_G0014928,MGP_129S1SvImJ_G0015612,MGP_NODShiLtJ_G0015477,MGP_C3HHeJ_G0015372,ENSMUSG00000104830
MGP_CASTEiJ_G0034629,MGP_129S1SvImJ_G0035665,MGP_NODShiLtJ_G0035453,MGP_C3HHeJ_G0035338,ENSMUSG00000016534
MGP_CASTEiJ_G0031570,MGP_129S1SvImJ_G0032543,MGP_NODShiLtJ_G0032351,MGP_C3HHeJ_G0032243,ENSMUSG00000015957
MGP_CASTEiJ_G0024495,MGP_129S1SvImJ_G0025299,MGP_NODShiLtJ_G0025136,MGP_C3HHeJ_G0025030,ENSMUSG00000003228
MGP_CASTEiJ_G0008033,MGP_129S1SvImJ_G0008246,MGP_NODShiLtJ_G0008152,MGP_C3HHeJ_G0008162,ENSMUSG00000099314
MGP_CASTEiJ_G0025296,MGP_129S1SvImJ_G0026110,MGP_NODShiLtJ_G0025936,MGP_C3HHeJ_G0025833,ENSMUSG00000075074
MGP_CASTEiJ_G0034841,MGP_129S1SvImJ_G0035876,MGP_NODShiLtJ_G0035659,MGP_C3HHeJ_G0035553,ENSMUSG00000067679
MGP_CASTEiJ_G0015745,MGP_129S1SvImJ_G0016395,MGP_NODShiLtJ_G0016267,MGP_C3HHeJ_G0016164,ENSMUSG00000004451
MGP_CASTEiJ_G0025896,MGP_129S1SvImJ_G0026717,MGP_NODShiLtJ_G0026537,MGP_C3HHeJ_G0026435,ENSMUSG00000038523
MGP_CASTEiJ_G0024237,MGP_129S1SvImJ_G0025035,MGP_NODShiLtJ_G0024866,MGP_C3HHeJ_G0024767,ENSMUSG00000052920
MGP_CASTEiJ_G0035383,MGP_129S1SvImJ_G0036527,MGP_NODShiLtJ_G0036297,MGP_C3HHeJ_G0036197,ENSMUSG00000084545
MGP_CASTEiJ_G0006628,MGP_129S1SvImJ_G0006790,MGP_NODShiLtJ_G0006714,MGP_C3HHeJ_G0006705,ENSMUSG00000085345
MGP_CASTEiJ_G0020091,MGP_129S1SvImJ_G0020828,MGP_NODShiLtJ_G0020665,MGP_C3HHeJ_G0020572,ENSMUSG00000042102
MGP_CASTEiJ_G0038238,MGP_129S1SvImJ_G0039468,MGP_NODShiLtJ_G0039224,MGP_C3HHeJ_G0039106,ENSMUSG00000065182
MGP_CASTEiJ_G0037561,MGP_129S1SvImJ_G0038780,MGP_NODShiLtJ_G0038532,MGP_C3HHeJ_G0038419,ENSMUSG00000089297
MGP_CASTEiJ_G0006942,MGP_129S1SvImJ_G0007120,MGP_NODShiLtJ_G0007043,MGP_C3HHeJ_G0007038,ENSMUSG00000097842
MGP_CASTEiJ_G0007592,MGP_129S1SvImJ_G0007778,MGP_NODShiLtJ_G0007694,MGP_C3HHeJ_G0007698,ENSMUSG00000104880
MGP_CASTEiJ_G0029290,MGP_129S1SvImJ_G0030187,MGP_NODShiLtJ_G0029989,MGP_C3HHeJ_G0029881,ENSMUSG00000005514
MGP_CASTEiJ_G0026185,MGP_129S1SvImJ_G0027010,MGP_NODShiLtJ_G0026826,MGP_C3HHeJ_G0026726,ENSMUSG00000016346
MGP_CASTEiJ_G0024045,MGP_129S1SvImJ_G0024838,MGP_NODShiLtJ_G0024667,MGP_C3HHeJ_G0024572,ENSMUSG00000010663
MGP_CASTEiJ_G0034847,MGP_129S1SvImJ_G0030824,MGP_NODShiLtJ_G0030629,MGP_C3HHeJ_G0030517,ENSMUSG00000046942
MGP_CASTEiJ_G0027293,MGP_129S1SvImJ_G0028139,MGP_NODShiLtJ_G0027953,MGP_C3HHeJ_G0027837,ENSMUSG00000028287
MGP_CASTEiJ_G0031688,MGP_129S1SvImJ_G0032663,MGP_NODShiLtJ_G0032471,MGP_C3HHeJ_G0032360,ENSMUSG00000045584
MGP_CASTEiJ_G0029637,MGP_129S1SvImJ_G0030539,MGP_NODShiLtJ_G0030347,MGP_C3HHeJ_G0030235,ENSMUSG00000071553
MGP_CASTEiJ_G0007164,MGP_129S1SvImJ_G0007343,MGP_NODShiLtJ_G0007264,MGP_C3HHeJ_G0007262,ENSMUSG00000090732
MGP_CASTEiJ_G0024642,MGP_129S1SvImJ_G0025445,MGP_NODShiLtJ_G0025283,MGP_C3HHeJ_G0025179,ENSMUSG00000036587
MGP_CASTEiJ_G0035610,MGP_129S1SvImJ_G0036754,MGP_NODShiLtJ_G0036525,MGP_C3HHeJ_G0036422,ENSMUSG00000084701
MGP_CASTEiJ_G0030865,MGP_129S1SvImJ_G0031819,MGP_NODShiLtJ_G0031633,MGP_C3HHeJ_G0031525,ENSMUSG00000074283
MGP_CASTEiJ_G0029204,MGP_129S1SvImJ_G0030102,MGP_NODShiLtJ_G0029902,MGP_C3HHeJ_G0029795,ENSMUSG00000029387
MGP_CASTEiJ_G0008905,MGP_129S1SvImJ_G0009166,MGP_NODShiLtJ_G0009053,MGP_C3HHeJ_G0009071,ENSMUSG00000098582
MGP_CASTEiJ_G0037941,MGP_129S1SvImJ_G0039166,MGP_NODShiLtJ_G0038918,MGP_C3HHeJ_G0038806,ENSMUSG00000089414
MGP_CASTEiJ_G0030019,MGP_129S1SvImJ_G0030931,MGP_NODShiLtJ_G0030739,MGP_C3HHeJ_G0030800,ENSMUSG00000034832
MGP_CASTEiJ_G0015483,MGP_129S1SvImJ_G0016130,MGP_NODShiLtJ_G0015996,MGP_C3HHeJ_G0015899,ENSMUSG00000026188
MGP_CASTEiJ_G0028120,MGP_129S1SvImJ_G0028991,MGP_NODShiLtJ_G0028795,MGP_C3HHeJ_G0028688,ENSMUSG00000045349
MGP_CASTEiJ_G0024347,MGP_129S1SvImJ_G0025151,MGP_NODShiLtJ_G0024986,MGP_C3HHeJ_G0024882,ENSMUSG00000025189
MGP_CASTEiJ_G0005492,MGP_129S1SvImJ_G0005634,MGP_NODShiLtJ_G0005565,MGP_C3HHeJ_G0005548,ENSMUSG00000097590
MGP_CASTEiJ_G0032298,MGP_129S1SvImJ_G0033277,MGP_NODShiLtJ_G0033083,MGP_C3HHeJ_G0032976,ENSMUSG00000045362
MGP_CASTEiJ_G0025373,MGP_129S1SvImJ_G0026187,MGP_NODShiLtJ_G0026011,MGP_C3HHeJ_G0025908,ENSMUSG00000050587
MGP_CASTEiJ_G0028101,MGP_129S1SvImJ_G0028972,MGP_NODShiLtJ_G0028776,MGP_C3HHeJ_G0028669,ENSMUSG00000028664
MGP_CASTEiJ_G0009284,MGP_129S1SvImJ_G0009563,MGP_NODShiLtJ_G0009449,MGP_C3HHeJ_G0009464,ENSMUSG00000088819
MGP_CASTEiJ_G0029032,MGP_129S1SvImJ_G0029928,MGP_NODShiLtJ_G0029729,MGP_C3HHeJ_G0029624,ENSMUSG00000042096
MGP_CASTEiJ_G0029481,MGP_129S1SvImJ_G0030383,MGP_NODShiLtJ_G0030191,MGP_C3HHeJ_G0030079,ENSMUSG00000016520
MGP_CASTEiJ_G0007533,MGP_129S1SvImJ_G0007719,MGP_NODShiLtJ_G0007635,MGP_C3HHeJ_G0007638,ENSMUSG00000098817
MGP_CASTEiJ_G0025389,MGP_129S1SvImJ_G0026203,MGP_NODShiLtJ_G0026027,MGP_C3HHeJ_G0025924,ENSMUSG00000027186
MGP_CASTEiJ_G0025236,MGP_129S1SvImJ_G0026048,MGP_NODShiLtJ_G0025877,MGP_C3HHeJ_G0025774,ENSMUSG00000050023
MGP_CASTEiJ_G0032127,MGP_129S1SvImJ_G0033100,MGP_NODShiLtJ_G0032907,MGP_C3HHeJ_G0032797,ENSMUSG00000030858
MGP_CASTEiJ_G0007544,MGP_129S1SvImJ_G0007730,MGP_NODShiLtJ_G0007646,MGP_C3HHeJ_G0007649,ENSMUSG00000084658
MGP_CASTEiJ_G0006815,MGP_129S1SvImJ_G0006984,MGP_NODShiLtJ_G0006905,MGP_C3HHeJ_G0006969,ENSMUSG00000107855
MGP_CASTEiJ_G0006557,MGP_129S1SvImJ_G0006719,MGP_NODShiLtJ_G0006644,MGP_C3HHeJ_G0006634,ENSMUSG00000106255
MGP_CASTEiJ_G0038079,MGP_129S1SvImJ_G0039308,MGP_NODShiLtJ_G0039059,MGP_C3HHeJ_G0038946,ENSMUSG00000089538
MGP_CASTEiJ_G0032941,MGP_129S1SvImJ_G0033924,MGP_NODShiLtJ_G0033729,MGP_C3HHeJ_G0033610,ENSMUSG00000031665
MGP_CASTEiJ_G0028628,MGP_129S1SvImJ_G0029520,MGP_NODShiLtJ_G0029323,MGP_C3HHeJ_G0029220,ENSMUSG00000067285
MGP_CASTEiJ_G0021929,MGP_129S1SvImJ_G0022669,MGP_NODShiLtJ_G0022498,MGP_C3HHeJ_G0022399,ENSMUSG00000013089
MGP_CASTEiJ_G0016924,MGP_129S1SvImJ_G0017592,MGP_NODShiLtJ_G0017455,MGP_C3HHeJ_G0017357,ENSMUSG00000020034
MGP_CASTEiJ_G0035463,MGP_129S1SvImJ_G0036607,MGP_NODShiLtJ_G0036377,MGP_C3HHeJ_G0036276,ENSMUSG00000064932
MGP_CASTEiJ_G0015737,MGP_129S1SvImJ_G0016387,MGP_NODShiLtJ_G0016259,MGP_C3HHeJ_G0016154,ENSMUSG00000038702
MGP_CASTEiJ_G0007759,MGP_129S1SvImJ_G0007951,MGP_NODShiLtJ_G0007864,MGP_C3HHeJ_G0007869,ENSMUSG00000106366
MGP_CASTEiJ_G0024348,MGP_129S1SvImJ_G0025152,MGP_NODShiLtJ_G0024987,MGP_C3HHeJ_G0024883,ENSMUSG00000025190
MGP_CASTEiJ_G0008921,MGP_129S1SvImJ_G0009183,MGP_NODShiLtJ_G0009069,MGP_C3HHeJ_G0009088,ENSMUSG00000084663
MGP_CASTEiJ_G0023475,MGP_129S1SvImJ_G0024267,MGP_NODShiLtJ_G0024095,MGP_C3HHeJ_G0024000,ENSMUSG00000024350
MGP_CASTEiJ_G0037819,MGP_129S1SvImJ_G0039036,MGP_NODShiLtJ_G0038791,MGP_C3HHeJ_G0038678,ENSMUSG00000080610
MGP_CASTEiJ_G0033736,MGP_129S1SvImJ_G0034731,MGP_NODShiLtJ_G0034530,MGP_C3HHeJ_G0034414,ENSMUSG00000070304
MGP_CASTEiJ_G0022060,MGP_129S1SvImJ_G0022804,MGP_NODShiLtJ_G0022631,MGP_C3HHeJ_G0022534,ENSMUSG00000022816
MGP_CASTEiJ_G0024718,MGP_129S1SvImJ_G0025521,MGP_NODShiLtJ_G0025359,MGP_C3HHeJ_G0025255,ENSMUSG00000026831
MGP_CASTEiJ_G0015176,MGP_129S1SvImJ_G0015824,MGP_NODShiLtJ_G0015692,MGP_C3HHeJ_G0015596,ENSMUSG00000025911
MGP_CASTEiJ_G0023827,MGP_129S1SvImJ_G0024621,MGP_NODShiLtJ_G0024451,MGP_C3HHeJ_G0024355,ENSMUSG00000024831
MGP_CASTEiJ_G0027325,MGP_129S1SvImJ_G0028171,MGP_NODShiLtJ_G0027985,MGP_C3HHeJ_G0027880,ENSMUSG00000036078
MGP_CASTEiJ_G0030971,MGP_129S1SvImJ_G0031929,MGP_NODShiLtJ_G0031744,MGP_C3HHeJ_G0031636,ENSMUSG00000047730
MGP_CASTEiJ_G0033812,MGP_129S1SvImJ_G0034807,MGP_NODShiLtJ_G0034605,MGP_C3HHeJ_G0034490,ENSMUSG00000053289
MGP_CASTEiJ_G0024385,MGP_129S1SvImJ_G0025189,MGP_NODShiLtJ_G0025024,MGP_C3HHeJ_G0024920,ENSMUSG00000041035
