BL6_geneid,129_geneid,C3H_geneid,NOD_geneid,CAST_geneid
ENSMUSG00000099370::ENSMUSG00000099370,MGP_129S1SvImJ_G0006211::ENSMUSG00000099370,MGP_C3HHeJ_G0006129::ENSMUSG00000099370,MGP_NODShiLtJ_G0006147::ENSMUSG00000099370,MGP_CASTEiJ_G0006063::ENSMUSG00000099370
ENSMUSG00000100213::ENSMUSG00000100213,MGP_129S1SvImJ_G0004821::ENSMUSG00000100213,MGP_C3HHeJ_G0004732::ENSMUSG00000100213,MGP_NODShiLtJ_G0004748::ENSMUSG00000100213,MGP_CASTEiJ_G0004688::ENSMUSG00000100213
ENSMUSG00000103695::ENSMUSG00000103695,MGP_129S1SvImJ_G0006220::ENSMUSG00000103695,MGP_C3HHeJ_G0006138::ENSMUSG00000103695,MGP_NODShiLtJ_G0006156::ENSMUSG00000103695,MGP_CASTEiJ_G0006072::ENSMUSG00000103695
ENSMUSG00000108094::ENSMUSG00000108094,MGP_129S1SvImJ_G0007090::ENSMUSG00000108094,MGP_C3HHeJ_G0007007::ENSMUSG00000108094,MGP_NODShiLtJ_G0007012::ENSMUSG00000108094,MGP_CASTEiJ_G0006913::ENSMUSG00000108094
ENSMUSG00000100459::ENSMUSG00000100459,MGP_129S1SvImJ_G0004987::ENSMUSG00000100459,MGP_C3HHeJ_G0004899::ENSMUSG00000100459,MGP_NODShiLtJ_G0004914::ENSMUSG00000100459,MGP_CASTEiJ_G0004848::ENSMUSG00000100459
ENSMUSG00000086185::ENSMUSG00000086185,MGP_129S1SvImJ_G0007541::ENSMUSG00000086185,MGP_C3HHeJ_G0007460::ENSMUSG00000086185,MGP_NODShiLtJ_G0007464::ENSMUSG00000086185,MGP_CASTEiJ_G0007363::ENSMUSG00000086185
ENSMUSG00000099574::ENSMUSG00000099574,MGP_129S1SvImJ_G0004959::ENSMUSG00000099574,MGP_C3HHeJ_G0004871::ENSMUSG00000099574,MGP_NODShiLtJ_G0004886::ENSMUSG00000099574,MGP_CASTEiJ_G0004820::ENSMUSG00000099574
ENSMUSG00000104861::ENSMUSG00000104861,MGP_129S1SvImJ_G0005358::ENSMUSG00000104861,MGP_C3HHeJ_G0005272::ENSMUSG00000104861,MGP_NODShiLtJ_G0005286::ENSMUSG00000104861,MGP_CASTEiJ_G0005219::ENSMUSG00000104861
ENSMUSG00000107619::ENSMUSG00000107619,MGP_129S1SvImJ_G0006957::ENSMUSG00000107619,MGP_C3HHeJ_G0006873::ENSMUSG00000107619,MGP_NODShiLtJ_G0006878::ENSMUSG00000107619,MGP_CASTEiJ_G0006789::ENSMUSG00000107619
ENSMUSG00000087681::ENSMUSG00000087681,MGP_129S1SvImJ_G0005922::ENSMUSG00000087681,MGP_C3HHeJ_G0005841::ENSMUSG00000087681,MGP_NODShiLtJ_G0005860::ENSMUSG00000087681,MGP_CASTEiJ_G0005777::ENSMUSG00000087681
ENSMUSG00000096977::ENSMUSG00000096977,MGP_129S1SvImJ_G0005104::ENSMUSG00000096977,MGP_C3HHeJ_G0005017::ENSMUSG00000096977,MGP_NODShiLtJ_G0005031::ENSMUSG00000096977,MGP_CASTEiJ_G0004964::ENSMUSG00000096977
ENSMUSG00000097355::ENSMUSG00000097355,MGP_129S1SvImJ_G0007419::ENSMUSG00000097355,MGP_C3HHeJ_G0007337::ENSMUSG00000097355,MGP_NODShiLtJ_G0007340::ENSMUSG00000097355,MGP_CASTEiJ_G0007240::ENSMUSG00000097355
ENSMUSG00000097353::ENSMUSG00000097353,MGP_129S1SvImJ_G0005164::ENSMUSG00000097353,MGP_C3HHeJ_G0005076::ENSMUSG00000097353,MGP_NODShiLtJ_G0005091::ENSMUSG00000097353,MGP_CASTEiJ_G0005024::ENSMUSG00000097353
ENSMUSG00000044689::ENSMUSG00000044689,MGP_129S1SvImJ_G0004854::ENSMUSG00000044689,MGP_C3HHeJ_G0004765::ENSMUSG00000044689,MGP_NODShiLtJ_G0004780::ENSMUSG00000044689,MGP_CASTEiJ_G0004718::ENSMUSG00000044689
ENSMUSG00000100850::ENSMUSG00000100850,MGP_129S1SvImJ_G0004906::ENSMUSG00000100850,MGP_C3HHeJ_G0004818::ENSMUSG00000100850,MGP_NODShiLtJ_G0004834::ENSMUSG00000100850,MGP_CASTEiJ_G0004768::ENSMUSG00000100850
ENSMUSG00000104778::ENSMUSG00000104778,MGP_129S1SvImJ_G0006819::ENSMUSG00000104778,MGP_C3HHeJ_G0006734::ENSMUSG00000104778,MGP_NODShiLtJ_G0006743::ENSMUSG00000104778,MGP_CASTEiJ_G0006656::ENSMUSG00000104778
ENSMUSG00000099945::ENSMUSG00000099945,MGP_129S1SvImJ_G0004836::ENSMUSG00000099945,MGP_C3HHeJ_G0004747::ENSMUSG00000099945,MGP_NODShiLtJ_G0004762::ENSMUSG00000099945,MGP_CASTEiJ_G0004701::ENSMUSG00000099945
ENSMUSG00000084996::ENSMUSG00000084996,MGP_129S1SvImJ_G0005267::ENSMUSG00000084996,MGP_C3HHeJ_G0005181::ENSMUSG00000084996,MGP_NODShiLtJ_G0005196::ENSMUSG00000084996,MGP_CASTEiJ_G0005128::ENSMUSG00000084996
ENSMUSG00000097007::ENSMUSG00000097007,MGP_129S1SvImJ_G0005100::ENSMUSG00000097007,MGP_C3HHeJ_G0005013::ENSMUSG00000097007,MGP_NODShiLtJ_G0005027::ENSMUSG00000097007,MGP_CASTEiJ_G0004960::ENSMUSG00000097007
ENSMUSG00000107847::ENSMUSG00000107847,MGP_129S1SvImJ_G0006900::ENSMUSG00000107847,MGP_C3HHeJ_G0006815::ENSMUSG00000107847,MGP_NODShiLtJ_G0006822::ENSMUSG00000107847,MGP_CASTEiJ_G0006733::ENSMUSG00000107847
ENSMUSG00000106906::ENSMUSG00000106906,MGP_129S1SvImJ_G0006682::ENSMUSG00000106906,MGP_C3HHeJ_G0006597::ENSMUSG00000106906,MGP_NODShiLtJ_G0006607::ENSMUSG00000106906,MGP_CASTEiJ_G0006520::ENSMUSG00000106906
ENSMUSG00000107271::ENSMUSG00000107271,MGP_129S1SvImJ_G0006877::ENSMUSG00000107271,MGP_C3HHeJ_G0006792::ENSMUSG00000107271,MGP_NODShiLtJ_G0006799::ENSMUSG00000107271,MGP_CASTEiJ_G0006711::ENSMUSG00000107271
ENSMUSG00000085402::ENSMUSG00000085402,MGP_129S1SvImJ_G0005203::ENSMUSG00000085402,MGP_C3HHeJ_G0005117::ENSMUSG00000085402,MGP_NODShiLtJ_G0005132::ENSMUSG00000085402,MGP_CASTEiJ_G0005064::ENSMUSG00000085402
ENSMUSG00000108417::ENSMUSG00000108417,MGP_129S1SvImJ_G0007269::ENSMUSG00000108417,MGP_C3HHeJ_G0007188::ENSMUSG00000108417,MGP_NODShiLtJ_G0007191::ENSMUSG00000108417,MGP_CASTEiJ_G0007090::ENSMUSG00000108417
ENSMUSG00000097398::ENSMUSG00000097398,MGP_129S1SvImJ_G0004901::ENSMUSG00000097398,MGP_C3HHeJ_G0004813::ENSMUSG00000097398,MGP_NODShiLtJ_G0004829::ENSMUSG00000097398,MGP_CASTEiJ_G0004764::ENSMUSG00000097398
ENSMUSG00000101356::ENSMUSG00000101356,MGP_129S1SvImJ_G0005631::ENSMUSG00000101356,MGP_C3HHeJ_G0005545::ENSMUSG00000101356,MGP_NODShiLtJ_G0005562::ENSMUSG00000101356,MGP_CASTEiJ_G0005489::ENSMUSG00000101356
ENSMUSG00000096796::ENSMUSG00000096796,MGP_129S1SvImJ_G0005820::ENSMUSG00000096796,MGP_C3HHeJ_G0005738::ENSMUSG00000096796,MGP_NODShiLtJ_G0005756::ENSMUSG00000096796,MGP_CASTEiJ_G0005676::ENSMUSG00000096796
ENSMUSG00000099558::ENSMUSG00000099558,MGP_129S1SvImJ_G0007195::ENSMUSG00000099558,MGP_C3HHeJ_G0007113::ENSMUSG00000099558,MGP_NODShiLtJ_G0007117::ENSMUSG00000099558,MGP_CASTEiJ_G0007015::ENSMUSG00000099558
ENSMUSG00000086114::ENSMUSG00000086114,MGP_129S1SvImJ_G0006102::ENSMUSG00000086114,MGP_C3HHeJ_G0006019::ENSMUSG00000086114,MGP_NODShiLtJ_G0006038::ENSMUSG00000086114,MGP_CASTEiJ_G0005956::ENSMUSG00000086114
ENSMUSG00000101553::ENSMUSG00000101553,MGP_129S1SvImJ_G0007032::ENSMUSG00000101553,MGP_C3HHeJ_G0006920::ENSMUSG00000101553,MGP_NODShiLtJ_G0006954::ENSMUSG00000101553,MGP_CASTEiJ_G0006859::ENSMUSG00000101553
ENSMUSG00000094002::ENSMUSG00000094002,MGP_129S1SvImJ_G0005349::ENSMUSG00000094002,MGP_C3HHeJ_G0005263::ENSMUSG00000094002,MGP_NODShiLtJ_G0005277::ENSMUSG00000094002,MGP_CASTEiJ_G0005210::ENSMUSG00000094002
ENSMUSG00000097921::ENSMUSG00000097921,MGP_129S1SvImJ_G0005128::ENSMUSG00000097921,MGP_C3HHeJ_G0005041::ENSMUSG00000097921,MGP_NODShiLtJ_G0005055::ENSMUSG00000097921,MGP_CASTEiJ_G0004988::ENSMUSG00000097921
ENSMUSG00000107131::ENSMUSG00000107131,MGP_129S1SvImJ_G0006615::ENSMUSG00000107131,MGP_C3HHeJ_G0006531::ENSMUSG00000107131,MGP_NODShiLtJ_G0006541::ENSMUSG00000107131,MGP_CASTEiJ_G0006455::ENSMUSG00000107131
ENSMUSG00000087210::ENSMUSG00000087210,MGP_129S1SvImJ_G0004936::ENSMUSG00000087210,MGP_C3HHeJ_G0004848::ENSMUSG00000087210,MGP_NODShiLtJ_G0004863::ENSMUSG00000087210,MGP_CASTEiJ_G0004797::ENSMUSG00000087210
ENSMUSG00000085933::ENSMUSG00000085933,MGP_129S1SvImJ_G0006484::ENSMUSG00000085933,MGP_C3HHeJ_G0006400::ENSMUSG00000085933,MGP_NODShiLtJ_G0006414::ENSMUSG00000085933,MGP_CASTEiJ_G0006332::ENSMUSG00000085933
ENSMUSG00000072591::ENSMUSG00000072591,MGP_129S1SvImJ_G0006824::ENSMUSG00000072591,MGP_C3HHeJ_G0006739::ENSMUSG00000072591,MGP_NODShiLtJ_G0006748::ENSMUSG00000072591,MGP_CASTEiJ_G0006661::ENSMUSG00000072591
ENSMUSG00000099808::ENSMUSG00000099808,MGP_129S1SvImJ_G0004988::ENSMUSG00000099808,MGP_C3HHeJ_G0004900::ENSMUSG00000099808,MGP_NODShiLtJ_G0004915::ENSMUSG00000099808,MGP_CASTEiJ_G0004849::ENSMUSG00000099808
ENSMUSG00000107880::ENSMUSG00000107880,MGP_129S1SvImJ_G0006993::ENSMUSG00000107880,MGP_C3HHeJ_G0006960::ENSMUSG00000107880,MGP_NODShiLtJ_G0006914::ENSMUSG00000107880,MGP_CASTEiJ_G0006823::ENSMUSG00000107880
ENSMUSG00000097502::ENSMUSG00000097502,MGP_129S1SvImJ_G0005473::ENSMUSG00000097502,MGP_C3HHeJ_G0005388::ENSMUSG00000097502,MGP_NODShiLtJ_G0005402::ENSMUSG00000097502,MGP_CASTEiJ_G0005331::ENSMUSG00000097502
ENSMUSG00000085618::ENSMUSG00000085618,MGP_129S1SvImJ_G0006069::ENSMUSG00000085618,MGP_C3HHeJ_G0005986::ENSMUSG00000085618,MGP_NODShiLtJ_G0006005::ENSMUSG00000085618,MGP_CASTEiJ_G0005923::ENSMUSG00000085618
ENSMUSG00000085183::ENSMUSG00000085183,MGP_129S1SvImJ_G0006459::ENSMUSG00000085183,MGP_C3HHeJ_G0006375::ENSMUSG00000085183,MGP_NODShiLtJ_G0006389::ENSMUSG00000085183,MGP_CASTEiJ_G0006308::ENSMUSG00000085183
ENSMUSG00000085017::ENSMUSG00000085017,MGP_129S1SvImJ_G0005890::ENSMUSG00000085017,MGP_C3HHeJ_G0005809::ENSMUSG00000085017,MGP_NODShiLtJ_G0005828::ENSMUSG00000085017,MGP_CASTEiJ_G0005745::ENSMUSG00000085017
ENSMUSG00000098061::ENSMUSG00000098061,MGP_129S1SvImJ_G0005411::ENSMUSG00000098061,MGP_C3HHeJ_G0005324::ENSMUSG00000098061,MGP_NODShiLtJ_G0005338::ENSMUSG00000098061,MGP_CASTEiJ_G0005269::ENSMUSG00000098061
ENSMUSG00000102046::ENSMUSG00000102046,MGP_129S1SvImJ_G0007322::ENSMUSG00000102046,MGP_C3HHeJ_G0007241::ENSMUSG00000102046,MGP_NODShiLtJ_G0007244::ENSMUSG00000102046,MGP_CASTEiJ_G0007143::ENSMUSG00000102046
ENSMUSG00000107193::ENSMUSG00000107193,MGP_129S1SvImJ_G0006624::ENSMUSG00000107193,MGP_C3HHeJ_G0006540::ENSMUSG00000107193,MGP_NODShiLtJ_G0006550::ENSMUSG00000107193,MGP_CASTEiJ_G0006464::ENSMUSG00000107193
ENSMUSG00000078314::ENSMUSG00000078314,MGP_129S1SvImJ_G0007546::ENSMUSG00000078314,MGP_C3HHeJ_G0007465::ENSMUSG00000078314,MGP_NODShiLtJ_G0007469::ENSMUSG00000078314,MGP_CASTEiJ_G0007368::ENSMUSG00000078314
ENSMUSG00000112117::ENSMUSG00000112117,MGP_129S1SvImJ_G0005144::ENSMUSG00000112117,MGP_C3HHeJ_G0005056::ENSMUSG00000112117,MGP_NODShiLtJ_G0005071::ENSMUSG00000112117,MGP_CASTEiJ_G0005004::ENSMUSG00000112117
ENSMUSG00000097365::ENSMUSG00000097365,MGP_129S1SvImJ_G0006119::ENSMUSG00000097365,MGP_C3HHeJ_G0006036::ENSMUSG00000097365,MGP_NODShiLtJ_G0006054::ENSMUSG00000097365,MGP_CASTEiJ_G0005972::ENSMUSG00000097365
ENSMUSG00000106441::ENSMUSG00000106441,MGP_129S1SvImJ_G0006163::ENSMUSG00000106441,MGP_C3HHeJ_G0006081::ENSMUSG00000106441,MGP_NODShiLtJ_G0006099::ENSMUSG00000106441,MGP_CASTEiJ_G0006016::ENSMUSG00000106441
ENSMUSG00000101517::ENSMUSG00000101517,MGP_129S1SvImJ_G0005150::ENSMUSG00000101517,MGP_C3HHeJ_G0005062::ENSMUSG00000101517,MGP_NODShiLtJ_G0005077::ENSMUSG00000101517,MGP_CASTEiJ_G0005010::ENSMUSG00000101517
ENSMUSG00000086477::ENSMUSG00000086477,MGP_129S1SvImJ_G0007242::ENSMUSG00000086477,MGP_C3HHeJ_G0007161::ENSMUSG00000086477,MGP_NODShiLtJ_G0007164::ENSMUSG00000086477,MGP_CASTEiJ_G0007063::ENSMUSG00000086477
ENSMUSG00000086160::ENSMUSG00000086160,MGP_129S1SvImJ_G0005617::ENSMUSG00000086160,MGP_C3HHeJ_G0005531::ENSMUSG00000086160,MGP_NODShiLtJ_G0005548::ENSMUSG00000086160,MGP_CASTEiJ_G0005475::ENSMUSG00000086160
ENSMUSG00000085903::ENSMUSG00000085903,MGP_129S1SvImJ_G0005685::ENSMUSG00000085903,MGP_C3HHeJ_G0005599::ENSMUSG00000085903,MGP_NODShiLtJ_G0005616::ENSMUSG00000085903,MGP_CASTEiJ_G0005542::ENSMUSG00000085903
ENSMUSG00000097787::ENSMUSG00000097787,MGP_129S1SvImJ_G0005825::ENSMUSG00000097787,MGP_C3HHeJ_G0005743::ENSMUSG00000097787,MGP_NODShiLtJ_G0005761::ENSMUSG00000097787,MGP_CASTEiJ_G0005681::ENSMUSG00000097787
ENSMUSG00000099996::ENSMUSG00000099996,MGP_129S1SvImJ_G0004877::ENSMUSG00000099996,MGP_C3HHeJ_G0004788::ENSMUSG00000099996,MGP_NODShiLtJ_G0004803::ENSMUSG00000099996,MGP_CASTEiJ_G0004741::ENSMUSG00000099996
ENSMUSG00000086490::ENSMUSG00000086490,MGP_129S1SvImJ_G0005243::ENSMUSG00000086490,MGP_C3HHeJ_G0005157::ENSMUSG00000086490,MGP_NODShiLtJ_G0005172::ENSMUSG00000086490,MGP_CASTEiJ_G0005104::ENSMUSG00000086490
ENSMUSG00000108553::ENSMUSG00000108553,MGP_129S1SvImJ_G0007131::ENSMUSG00000108553,MGP_C3HHeJ_G0007049::ENSMUSG00000108553,MGP_NODShiLtJ_G0007053::ENSMUSG00000108553,MGP_CASTEiJ_G0006952::ENSMUSG00000108553
ENSMUSG00000099749::ENSMUSG00000099749,MGP_129S1SvImJ_G0005107::ENSMUSG00000099749,MGP_C3HHeJ_G0005020::ENSMUSG00000099749,MGP_NODShiLtJ_G0005034::ENSMUSG00000099749,MGP_CASTEiJ_G0004967::ENSMUSG00000099749
ENSMUSG00000097539::ENSMUSG00000097539,MGP_129S1SvImJ_G0006248::ENSMUSG00000097539,MGP_C3HHeJ_G0006167::ENSMUSG00000097539,MGP_NODShiLtJ_G0006185::ENSMUSG00000097539,MGP_CASTEiJ_G0006101::ENSMUSG00000097539
ENSMUSG00000086955::ENSMUSG00000086955,MGP_129S1SvImJ_G0006502::ENSMUSG00000086955,MGP_C3HHeJ_G0006418::ENSMUSG00000086955,MGP_NODShiLtJ_G0006432::ENSMUSG00000086955,MGP_CASTEiJ_G0006350::ENSMUSG00000086955
ENSMUSG00000101797::ENSMUSG00000101797,MGP_129S1SvImJ_G0005555::ENSMUSG00000101797,MGP_C3HHeJ_G0005468::ENSMUSG00000101797,MGP_NODShiLtJ_G0005484::ENSMUSG00000101797,MGP_CASTEiJ_G0005411::ENSMUSG00000101797
ENSMUSG00000098053::ENSMUSG00000098053,MGP_129S1SvImJ_G0006858::ENSMUSG00000098053,MGP_C3HHeJ_G0006773::ENSMUSG00000098053,MGP_NODShiLtJ_G0006780::ENSMUSG00000098053,MGP_CASTEiJ_G0006692::ENSMUSG00000098053
ENSMUSG00000086928::ENSMUSG00000086928,MGP_129S1SvImJ_G0006024::ENSMUSG00000086928,MGP_C3HHeJ_G0005943::ENSMUSG00000086928,MGP_NODShiLtJ_G0005960::ENSMUSG00000086928,MGP_CASTEiJ_G0005878::ENSMUSG00000086928
ENSMUSG00000099338::ENSMUSG00000099338,MGP_129S1SvImJ_G0007304::ENSMUSG00000099338,MGP_C3HHeJ_G0007222::ENSMUSG00000099338,MGP_NODShiLtJ_G0007226::ENSMUSG00000099338,MGP_CASTEiJ_G0007125::ENSMUSG00000099338
ENSMUSG00000100851::ENSMUSG00000100851,MGP_129S1SvImJ_G0004958::ENSMUSG00000100851,MGP_C3HHeJ_G0004870::ENSMUSG00000100851,MGP_NODShiLtJ_G0004885::ENSMUSG00000100851,MGP_CASTEiJ_G0004819::ENSMUSG00000100851
ENSMUSG00000100001::ENSMUSG00000100001,MGP_129S1SvImJ_G0005847::ENSMUSG00000100001,MGP_C3HHeJ_G0005765::ENSMUSG00000100001,MGP_NODShiLtJ_G0005784::ENSMUSG00000100001,MGP_CASTEiJ_G0005702::ENSMUSG00000100001
ENSMUSG00000108298::ENSMUSG00000108298,MGP_129S1SvImJ_G0006950::ENSMUSG00000108298,MGP_C3HHeJ_G0006865::ENSMUSG00000108298,MGP_NODShiLtJ_G0006870::ENSMUSG00000108298,MGP_CASTEiJ_G0006782::ENSMUSG00000108298
ENSMUSG00000107744::ENSMUSG00000107744,MGP_129S1SvImJ_G0007058::ENSMUSG00000107744,MGP_C3HHeJ_G0006894::ENSMUSG00000107744,MGP_NODShiLtJ_G0006980::ENSMUSG00000107744,MGP_CASTEiJ_G0006885::ENSMUSG00000107744
ENSMUSG00000086919::ENSMUSG00000086919,MGP_129S1SvImJ_G0005282::ENSMUSG00000086919,MGP_C3HHeJ_G0005196::ENSMUSG00000086919,MGP_NODShiLtJ_G0005210::ENSMUSG00000086919,MGP_CASTEiJ_G0005143::ENSMUSG00000086919
ENSMUSG00000097580::ENSMUSG00000097580,MGP_129S1SvImJ_G0005347::ENSMUSG00000097580,MGP_C3HHeJ_G0005261::ENSMUSG00000097580,MGP_NODShiLtJ_G0005275::ENSMUSG00000097580,MGP_CASTEiJ_G0005208::ENSMUSG00000097580
ENSMUSG00000087040::ENSMUSG00000087040,MGP_129S1SvImJ_G0005917::ENSMUSG00000087040,MGP_C3HHeJ_G0005836::ENSMUSG00000087040,MGP_NODShiLtJ_G0005855::ENSMUSG00000087040,MGP_CASTEiJ_G0005772::ENSMUSG00000087040
ENSMUSG00000104411::ENSMUSG00000104411,MGP_129S1SvImJ_G0006128::ENSMUSG00000104411,MGP_C3HHeJ_G0006045::ENSMUSG00000104411,MGP_NODShiLtJ_G0006063::ENSMUSG00000104411,MGP_CASTEiJ_G0005981::ENSMUSG00000104411
ENSMUSG00000087147::ENSMUSG00000087147,MGP_129S1SvImJ_G0006057::ENSMUSG00000087147,MGP_C3HHeJ_G0005974::ENSMUSG00000087147,MGP_NODShiLtJ_G0005993::ENSMUSG00000087147,MGP_CASTEiJ_G0005911::ENSMUSG00000087147
ENSMUSG00000104909::ENSMUSG00000104909,MGP_129S1SvImJ_G0006368::ENSMUSG00000104909,MGP_C3HHeJ_G0006286::ENSMUSG00000104909,MGP_NODShiLtJ_G0006302::ENSMUSG00000104909,MGP_CASTEiJ_G0006220::ENSMUSG00000104909
ENSMUSG00000046995::ENSMUSG00000046995,MGP_129S1SvImJ_G0007489::ENSMUSG00000046995,MGP_C3HHeJ_G0007406::ENSMUSG00000046995,MGP_NODShiLtJ_G0007410::ENSMUSG00000046995,MGP_CASTEiJ_G0007309::ENSMUSG00000046995
ENSMUSG00000097154::ENSMUSG00000097154,MGP_129S1SvImJ_G0005751::ENSMUSG00000097154,MGP_C3HHeJ_G0005666::ENSMUSG00000097154,MGP_NODShiLtJ_G0005683::ENSMUSG00000097154,MGP_CASTEiJ_G0005608::ENSMUSG00000097154
ENSMUSG00000101919::ENSMUSG00000101919,MGP_129S1SvImJ_G0004813::ENSMUSG00000101919,MGP_C3HHeJ_G0004724::ENSMUSG00000101919,MGP_NODShiLtJ_G0004740::ENSMUSG00000101919,MGP_CASTEiJ_G0004680::ENSMUSG00000101919
ENSMUSG00000097005::ENSMUSG00000097005,MGP_129S1SvImJ_G0006394::ENSMUSG00000097005,MGP_C3HHeJ_G0006310::ENSMUSG00000097005,MGP_NODShiLtJ_G0006328::ENSMUSG00000097005,MGP_CASTEiJ_G0006245::ENSMUSG00000097005
ENSMUSG00000086899::ENSMUSG00000086899,MGP_129S1SvImJ_G0005684::ENSMUSG00000086899,MGP_C3HHeJ_G0005598::ENSMUSG00000086899,MGP_NODShiLtJ_G0005615::ENSMUSG00000086899,MGP_CASTEiJ_G0005541::ENSMUSG00000086899
ENSMUSG00000087225::ENSMUSG00000087225,MGP_129S1SvImJ_G0005984::ENSMUSG00000087225,MGP_C3HHeJ_G0005903::ENSMUSG00000087225,MGP_NODShiLtJ_G0005920::ENSMUSG00000087225,MGP_CASTEiJ_G0005838::ENSMUSG00000087225
ENSMUSG00000096931::ENSMUSG00000096931,MGP_129S1SvImJ_G0007073::ENSMUSG00000096931,MGP_C3HHeJ_G0006991::ENSMUSG00000096931,MGP_NODShiLtJ_G0006996::ENSMUSG00000096931,MGP_CASTEiJ_G0006900::ENSMUSG00000096931
ENSMUSG00000100010::ENSMUSG00000100010,MGP_129S1SvImJ_G0006115::ENSMUSG00000100010,MGP_C3HHeJ_G0006032::ENSMUSG00000100010,MGP_NODShiLtJ_G0006051::ENSMUSG00000100010,MGP_CASTEiJ_G0005969::ENSMUSG00000100010
ENSMUSG00000106987::ENSMUSG00000106987,MGP_129S1SvImJ_G0006669::ENSMUSG00000106987,MGP_C3HHeJ_G0006584::ENSMUSG00000106987,MGP_NODShiLtJ_G0006594::ENSMUSG00000106987,MGP_CASTEiJ_G0006507::ENSMUSG00000106987
ENSMUSG00000085084::ENSMUSG00000085084,MGP_129S1SvImJ_G0006374::ENSMUSG00000085084,MGP_C3HHeJ_G0006292::ENSMUSG00000085084,MGP_NODShiLtJ_G0006308::ENSMUSG00000085084,MGP_CASTEiJ_G0006226::ENSMUSG00000085084
ENSMUSG00000097071::ENSMUSG00000097071,MGP_129S1SvImJ_G0005384::ENSMUSG00000097071,MGP_C3HHeJ_G0005298::ENSMUSG00000097071,MGP_NODShiLtJ_G0005312::ENSMUSG00000097071,MGP_CASTEiJ_G0005242::ENSMUSG00000097071
ENSMUSG00000100987::ENSMUSG00000100987,MGP_129S1SvImJ_G0004971::ENSMUSG00000100987,MGP_C3HHeJ_G0004883::ENSMUSG00000100987,MGP_NODShiLtJ_G0004898::ENSMUSG00000100987,MGP_CASTEiJ_G0004832::ENSMUSG00000100987
ENSMUSG00000086540::ENSMUSG00000086540,MGP_129S1SvImJ_G0007573::ENSMUSG00000086540,MGP_C3HHeJ_G0007493::ENSMUSG00000086540,MGP_NODShiLtJ_G0007494::ENSMUSG00000086540,MGP_CASTEiJ_G0007394::ENSMUSG00000086540
ENSMUSG00000086783::ENSMUSG00000086783,MGP_129S1SvImJ_G0006083::ENSMUSG00000086783,MGP_C3HHeJ_G0006000::ENSMUSG00000086783,MGP_NODShiLtJ_G0006019::ENSMUSG00000086783,MGP_CASTEiJ_G0005937::ENSMUSG00000086783
ENSMUSG00000086177::ENSMUSG00000086177,MGP_129S1SvImJ_G0006104::ENSMUSG00000086177,MGP_C3HHeJ_G0006021::ENSMUSG00000086177,MGP_NODShiLtJ_G0006040::ENSMUSG00000086177,MGP_CASTEiJ_G0005958::ENSMUSG00000086177
ENSMUSG00000018451::ENSMUSG00000018451,MGP_129S1SvImJ_G0005250::ENSMUSG00000018451,MGP_C3HHeJ_G0005164::ENSMUSG00000018451,MGP_NODShiLtJ_G0005179::ENSMUSG00000018451,MGP_CASTEiJ_G0005111::ENSMUSG00000018451
ENSMUSG00000100094::ENSMUSG00000100094,MGP_129S1SvImJ_G0007185::ENSMUSG00000100094,MGP_C3HHeJ_G0007103::ENSMUSG00000100094,MGP_NODShiLtJ_G0007107::ENSMUSG00000100094,MGP_CASTEiJ_G0007006::ENSMUSG00000100094
ENSMUSG00000100830::ENSMUSG00000100830,MGP_129S1SvImJ_G0004970::ENSMUSG00000100830,MGP_C3HHeJ_G0004882::ENSMUSG00000100830,MGP_NODShiLtJ_G0004897::ENSMUSG00000100830,MGP_CASTEiJ_G0004831::ENSMUSG00000100830
ENSMUSG00000097621::ENSMUSG00000097621,MGP_129S1SvImJ_G0005656::ENSMUSG00000097621,MGP_C3HHeJ_G0005570::ENSMUSG00000097621,MGP_NODShiLtJ_G0005587::ENSMUSG00000097621,MGP_CASTEiJ_G0005514::ENSMUSG00000097621
ENSMUSG00000098311::ENSMUSG00000098311,MGP_129S1SvImJ_G0007569::ENSMUSG00000098311,MGP_C3HHeJ_G0007489::ENSMUSG00000098311,MGP_NODShiLtJ_G0007490::ENSMUSG00000098311,MGP_CASTEiJ_G0007391::ENSMUSG00000098311
ENSMUSG00000074758::ENSMUSG00000074758,MGP_129S1SvImJ_G0006030::ENSMUSG00000074758,MGP_C3HHeJ_G0005949::ENSMUSG00000074758,MGP_NODShiLtJ_G0005966::ENSMUSG00000074758,MGP_CASTEiJ_G0005884::ENSMUSG00000074758
ENSMUSG00000105952::ENSMUSG00000105952,MGP_129S1SvImJ_G0006314::ENSMUSG00000105952,MGP_C3HHeJ_G0006233::ENSMUSG00000105952,MGP_NODShiLtJ_G0006249::ENSMUSG00000105952,MGP_CASTEiJ_G0006166::ENSMUSG00000105952
ENSMUSG00000097759::ENSMUSG00000097759,MGP_129S1SvImJ_G0005696::ENSMUSG00000097759,MGP_C3HHeJ_G0005612::ENSMUSG00000097759,MGP_NODShiLtJ_G0005629::ENSMUSG00000097759,MGP_CASTEiJ_G0005554::ENSMUSG00000097759
ENSMUSG00000086283::ENSMUSG00000086283,MGP_129S1SvImJ_G0005299::ENSMUSG00000086283,MGP_C3HHeJ_G0005213::ENSMUSG00000086283,MGP_NODShiLtJ_G0005227::ENSMUSG00000086283,MGP_CASTEiJ_G0005160::ENSMUSG00000086283
