BL6_geneid,129_geneid,C3H_geneid,CAST_geneid,NOD_geneid
ENSMUSG00000041836::ENSMUSG00000041836,MGP_129S1SvImJ_G0033135::ENSMUSG00000041836,MGP_C3HHeJ_G0032832::ENSMUSG00000041836,MGP_CASTEiJ_G0032162::ENSMUSG00000041836,MGP_NODShiLtJ_G0032942::ENSMUSG00000041836
ENSMUSG00000006574::ENSMUSG00000006574,MGP_129S1SvImJ_G0019232::ENSMUSG00000006574,MGP_C3HHeJ_G0018983::ENSMUSG00000006574,MGP_CASTEiJ_G0018537::ENSMUSG00000006574,MGP_NODShiLtJ_G0019085::ENSMUSG00000006574
ENSMUSG00000038954::ENSMUSG00000038954,MGP_129S1SvImJ_G0023785::ENSMUSG00000038954,MGP_C3HHeJ_G0023511::ENSMUSG00000038954,MGP_CASTEiJ_G0022992::ENSMUSG00000038954,MGP_NODShiLtJ_G0023609::ENSMUSG00000038954
ENSMUSG00000036466::ENSMUSG00000036466,MGP_129S1SvImJ_G0034942::ENSMUSG00000036466,MGP_C3HHeJ_G0034625::ENSMUSG00000036466,MGP_CASTEiJ_G0033946::ENSMUSG00000036466,MGP_NODShiLtJ_G0034739::ENSMUSG00000036466
ENSMUSG00000020553::ENSMUSG00000020553,MGP_129S1SvImJ_G0018935::ENSMUSG00000020553,MGP_C3HHeJ_G0018690::ENSMUSG00000020553,MGP_CASTEiJ_G0018245::ENSMUSG00000020553,MGP_NODShiLtJ_G0018785::ENSMUSG00000020553
ENSMUSG00000071656::ENSMUSG00000071656,MGP_129S1SvImJ_G0024815::ENSMUSG00000071656,MGP_C3HHeJ_G0024549::ENSMUSG00000071656,MGP_CASTEiJ_G0024022::ENSMUSG00000071656,MGP_NODShiLtJ_G0024644::ENSMUSG00000071656
ENSMUSG00000040865::ENSMUSG00000040865,MGP_129S1SvImJ_G0016084::ENSMUSG00000040865,MGP_C3HHeJ_G0015854::ENSMUSG00000040865,MGP_CASTEiJ_G0015437::ENSMUSG00000040865,MGP_NODShiLtJ_G0015950::ENSMUSG00000040865
ENSMUSG00000036106::ENSMUSG00000036106,MGP_129S1SvImJ_G0022180::ENSMUSG00000036106,MGP_C3HHeJ_G0021915::ENSMUSG00000036106,MGP_CASTEiJ_G0021437::ENSMUSG00000036106,MGP_NODShiLtJ_G0022008::ENSMUSG00000036106
ENSMUSG00000064264::ENSMUSG00000064264,MGP_129S1SvImJ_G0031831::ENSMUSG00000064264,MGP_C3HHeJ_G0031536::ENSMUSG00000064264,MGP_CASTEiJ_G0030877::ENSMUSG00000064264,MGP_NODShiLtJ_G0031645::ENSMUSG00000064264
ENSMUSG00000078144::ENSMUSG00000078144,MGP_129S1SvImJ_G0033938::ENSMUSG00000078144,MGP_C3HHeJ_G0033623::ENSMUSG00000078144,MGP_CASTEiJ_G0032955::ENSMUSG00000078144,MGP_NODShiLtJ_G0033742::ENSMUSG00000078144
ENSMUSG00000038766::ENSMUSG00000038766,MGP_129S1SvImJ_G0027574::ENSMUSG00000038766,MGP_C3HHeJ_G0027278::ENSMUSG00000038766,MGP_CASTEiJ_G0026728::ENSMUSG00000038766,MGP_NODShiLtJ_G0027392::ENSMUSG00000038766
ENSMUSG00000037034::ENSMUSG00000037034,MGP_129S1SvImJ_G0026604::ENSMUSG00000037034,MGP_C3HHeJ_G0026323::ENSMUSG00000037034,MGP_CASTEiJ_G0025784::ENSMUSG00000037034,MGP_NODShiLtJ_G0026421::ENSMUSG00000037034
ENSMUSG00000040913::ENSMUSG00000040913,MGP_129S1SvImJ_G0025190::ENSMUSG00000040913,MGP_C3HHeJ_G0024921::ENSMUSG00000040913,MGP_CASTEiJ_G0024386::ENSMUSG00000040913,MGP_NODShiLtJ_G0025025::ENSMUSG00000040913
ENSMUSG00000035640::ENSMUSG00000035640,MGP_129S1SvImJ_G0017483::ENSMUSG00000035640,MGP_C3HHeJ_G0017246::ENSMUSG00000035640,MGP_CASTEiJ_G0016813::ENSMUSG00000035640,MGP_NODShiLtJ_G0017344::ENSMUSG00000035640
ENSMUSG00000019054::ENSMUSG00000019054,MGP_129S1SvImJ_G0030210::ENSMUSG00000019054,MGP_C3HHeJ_G0029904::ENSMUSG00000019054,MGP_CASTEiJ_G0029314::ENSMUSG00000019054,MGP_NODShiLtJ_G0030012::ENSMUSG00000019054
ENSMUSG00000037973::ENSMUSG00000037973,MGP_129S1SvImJ_G0030776::ENSMUSG00000037973,MGP_C3HHeJ_G0030470::ENSMUSG00000037973,MGP_CASTEiJ_G0029873::ENSMUSG00000037973,MGP_NODShiLtJ_G0030580::ENSMUSG00000037973
ENSMUSG00000032301::ENSMUSG00000032301,MGP_129S1SvImJ_G0034834::ENSMUSG00000032301,MGP_C3HHeJ_G0034517::ENSMUSG00000032301,MGP_CASTEiJ_G0033839::ENSMUSG00000032301,MGP_NODShiLtJ_G0034632::ENSMUSG00000032301
ENSMUSG00000000581::ENSMUSG00000000581,MGP_129S1SvImJ_G0018059::ENSMUSG00000000581,MGP_C3HHeJ_G0017814::ENSMUSG00000000581,MGP_CASTEiJ_G0017375::ENSMUSG00000000581,MGP_NODShiLtJ_G0017916::ENSMUSG00000000581
ENSMUSG00000029235::ENSMUSG00000029235,MGP_129S1SvImJ_G0029643::ENSMUSG00000029235,MGP_C3HHeJ_G0029343::ENSMUSG00000029235,MGP_CASTEiJ_G0028751::ENSMUSG00000029235,MGP_NODShiLtJ_G0029446::ENSMUSG00000029235
ENSMUSG00000050128::ENSMUSG00000050128,MGP_129S1SvImJ_G0025943::ENSMUSG00000050128,MGP_C3HHeJ_G0025674::ENSMUSG00000050128,MGP_CASTEiJ_G0025136::ENSMUSG00000050128,MGP_NODShiLtJ_G0025776::ENSMUSG00000050128
ENSMUSG00000037536::ENSMUSG00000037536,MGP_129S1SvImJ_G0024025::ENSMUSG00000037536,MGP_C3HHeJ_G0023748::ENSMUSG00000037536,MGP_CASTEiJ_G0020483::ENSMUSG00000037536,MGP_NODShiLtJ_G0021057::ENSMUSG00000037536
ENSMUSG00000030050::ENSMUSG00000030050,MGP_129S1SvImJ_G0030989::ENSMUSG00000030050,MGP_C3HHeJ_G0030742::ENSMUSG00000030050,MGP_CASTEiJ_G0030077::ENSMUSG00000030050,MGP_NODShiLtJ_G0030794::ENSMUSG00000030050
ENSMUSG00000021335::ENSMUSG00000021335,MGP_129S1SvImJ_G0020371::ENSMUSG00000021335,MGP_C3HHeJ_G0020122::ENSMUSG00000021335,MGP_CASTEiJ_G0019639::ENSMUSG00000021335,MGP_NODShiLtJ_G0020213::ENSMUSG00000021335
ENSMUSG00000069297::ENSMUSG00000069297,MGP_129S1SvImJ_G0020314::ENSMUSG00000069297,MGP_C3HHeJ_G0020067::ENSMUSG00000069297,MGP_CASTEiJ_G0019591::ENSMUSG00000069297,MGP_NODShiLtJ_G0020163::ENSMUSG00000069297
ENSMUSG00000073969::ENSMUSG00000073969,MGP_129S1SvImJ_G0032621::ENSMUSG00000073969,MGP_C3HHeJ_G0032322::ENSMUSG00000073969,MGP_CASTEiJ_G0031648::ENSMUSG00000073969,MGP_NODShiLtJ_G0032430::ENSMUSG00000073969
ENSMUSG00000048763::ENSMUSG00000048763,MGP_129S1SvImJ_G0019007::ENSMUSG00000048763,MGP_C3HHeJ_G0018762::ENSMUSG00000048763,MGP_CASTEiJ_G0018315::ENSMUSG00000048763,MGP_NODShiLtJ_G0018857::ENSMUSG00000048763
ENSMUSG00000045337::ENSMUSG00000045337,MGP_129S1SvImJ_G0033436::ENSMUSG00000045337,MGP_C3HHeJ_G0033126::ENSMUSG00000045337,MGP_CASTEiJ_G0032452::ENSMUSG00000045337,MGP_NODShiLtJ_G0033243::ENSMUSG00000045337
ENSMUSG00000047789::ENSMUSG00000047789,MGP_129S1SvImJ_G0020939::ENSMUSG00000047789,MGP_C3HHeJ_G0020678::ENSMUSG00000047789,MGP_CASTEiJ_G0020198::ENSMUSG00000047789,MGP_NODShiLtJ_G0020775::ENSMUSG00000047789
ENSMUSG00000046658::ENSMUSG00000046658,MGP_129S1SvImJ_G0030326::ENSMUSG00000046658,MGP_C3HHeJ_G0030023::ENSMUSG00000046658,MGP_CASTEiJ_G0029428::ENSMUSG00000046658,MGP_NODShiLtJ_G0030129::ENSMUSG00000046658
ENSMUSG00000031901::ENSMUSG00000031901,MGP_129S1SvImJ_G0034073::ENSMUSG00000031901,MGP_C3HHeJ_G0033759::ENSMUSG00000031901,MGP_CASTEiJ_G0033085::ENSMUSG00000031901,MGP_NODShiLtJ_G0033876::ENSMUSG00000031901
ENSMUSG00000037653::ENSMUSG00000037653,MGP_129S1SvImJ_G0029601::ENSMUSG00000037653,MGP_C3HHeJ_G0029301::ENSMUSG00000037653,MGP_CASTEiJ_G0028709::ENSMUSG00000037653,MGP_NODShiLtJ_G0029404::ENSMUSG00000037653
ENSMUSG00000024228::ENSMUSG00000024228,MGP_129S1SvImJ_G0023968::ENSMUSG00000024228,MGP_C3HHeJ_G0023691::ENSMUSG00000024228,MGP_CASTEiJ_G0023173::ENSMUSG00000024228,MGP_NODShiLtJ_G0023789::ENSMUSG00000024228
ENSMUSG00000042842::ENSMUSG00000042842,MGP_129S1SvImJ_G0020430::ENSMUSG00000042842,MGP_C3HHeJ_G0020183::ENSMUSG00000042842,MGP_CASTEiJ_G0019700::ENSMUSG00000042842,MGP_NODShiLtJ_G0020272::ENSMUSG00000042842
ENSMUSG00000053153::ENSMUSG00000053153,MGP_129S1SvImJ_G0016122::ENSMUSG00000053153,MGP_C3HHeJ_G0015891::ENSMUSG00000053153,MGP_CASTEiJ_G0015475::ENSMUSG00000053153,MGP_NODShiLtJ_G0015988::ENSMUSG00000053153
ENSMUSG00000045751::ENSMUSG00000045751,MGP_129S1SvImJ_G0028098::ENSMUSG00000045751,MGP_C3HHeJ_G0027797::ENSMUSG00000045751,MGP_CASTEiJ_G0027252::ENSMUSG00000045751,MGP_NODShiLtJ_G0027912::ENSMUSG00000045751
ENSMUSG00000061100::ENSMUSG00000061100,MGP_129S1SvImJ_G0022868::ENSMUSG00000061100,MGP_C3HHeJ_G0022598::ENSMUSG00000061100,MGP_CASTEiJ_G0022124::ENSMUSG00000061100,MGP_NODShiLtJ_G0022696::ENSMUSG00000061100
ENSMUSG00000057440::ENSMUSG00000057440,MGP_129S1SvImJ_G0024135::ENSMUSG00000057440,MGP_C3HHeJ_G0023863::ENSMUSG00000057440,MGP_CASTEiJ_G0023341::ENSMUSG00000057440,MGP_NODShiLtJ_G0023958::ENSMUSG00000057440
ENSMUSG00000054215::ENSMUSG00000054215,MGP_129S1SvImJ_G0027496::ENSMUSG00000054215,MGP_C3HHeJ_G0027211::ENSMUSG00000054215,MGP_CASTEiJ_G0026658::ENSMUSG00000054215,MGP_NODShiLtJ_G0027315::ENSMUSG00000054215
ENSMUSG00000055271::ENSMUSG00000055271,MGP_129S1SvImJ_G0020048::ENSMUSG00000055271,MGP_C3HHeJ_G0019792::ENSMUSG00000055271,MGP_CASTEiJ_G0019338::ENSMUSG00000055271,MGP_NODShiLtJ_G0019904::ENSMUSG00000055271
ENSMUSG00000050866::ENSMUSG00000050866,MGP_129S1SvImJ_G0033134::ENSMUSG00000050866,MGP_C3HHeJ_G0032831::ENSMUSG00000050866,MGP_CASTEiJ_G0032161::ENSMUSG00000050866,MGP_NODShiLtJ_G0032941::ENSMUSG00000050866
ENSMUSG00000025439::ENSMUSG00000025439,MGP_129S1SvImJ_G0032529::ENSMUSG00000025439,MGP_C3HHeJ_G0032229::ENSMUSG00000025439,MGP_CASTEiJ_G0031556::ENSMUSG00000025439,MGP_NODShiLtJ_G0032337::ENSMUSG00000025439
ENSMUSG00000001100::ENSMUSG00000001100,MGP_129S1SvImJ_G0018785::ENSMUSG00000001100,MGP_C3HHeJ_G0018538::ENSMUSG00000001100,MGP_CASTEiJ_G0018092::ENSMUSG00000001100,MGP_NODShiLtJ_G0018633::ENSMUSG00000001100
ENSMUSG00000027886::ENSMUSG00000027886,MGP_129S1SvImJ_G0027779::ENSMUSG00000027886,MGP_C3HHeJ_G0027481::ENSMUSG00000027886,MGP_CASTEiJ_G0026937::ENSMUSG00000027886,MGP_NODShiLtJ_G0027596::ENSMUSG00000027886
ENSMUSG00000020869::ENSMUSG00000020869,MGP_129S1SvImJ_G0018963::ENSMUSG00000020869,MGP_C3HHeJ_G0018718::ENSMUSG00000020869,MGP_CASTEiJ_G0018273::ENSMUSG00000020869,MGP_NODShiLtJ_G0018813::ENSMUSG00000020869
ENSMUSG00000099032::ENSMUSG00000099032,MGP_129S1SvImJ_G0015830::ENSMUSG00000099032,MGP_C3HHeJ_G0015602::ENSMUSG00000099032,MGP_CASTEiJ_G0015182::ENSMUSG00000099032,MGP_NODShiLtJ_G0015698::ENSMUSG00000099032
ENSMUSG00000020530::ENSMUSG00000020530,MGP_129S1SvImJ_G0018873::ENSMUSG00000020530,MGP_C3HHeJ_G0018627::ENSMUSG00000020530,MGP_CASTEiJ_G0018182::ENSMUSG00000020530,MGP_NODShiLtJ_G0018722::ENSMUSG00000020530
ENSMUSG00000031862::ENSMUSG00000031862,MGP_129S1SvImJ_G0033676::ENSMUSG00000031862,MGP_C3HHeJ_G0033365::ENSMUSG00000031862,MGP_CASTEiJ_G0032690::ENSMUSG00000031862,MGP_NODShiLtJ_G0033482::ENSMUSG00000031862
ENSMUSG00000095095::ENSMUSG00000095095,MGP_129S1SvImJ_G0018669::ENSMUSG00000095095,MGP_C3HHeJ_G0018422::ENSMUSG00000095095,MGP_CASTEiJ_G0017977::ENSMUSG00000095095,MGP_NODShiLtJ_G0018517::ENSMUSG00000095095
ENSMUSG00000031654::ENSMUSG00000031654,MGP_129S1SvImJ_G0033912::ENSMUSG00000031654,MGP_C3HHeJ_G0033598::ENSMUSG00000031654,MGP_CASTEiJ_G0032929::ENSMUSG00000031654,MGP_NODShiLtJ_G0033717::ENSMUSG00000031654
ENSMUSG00000003166::ENSMUSG00000003166,MGP_129S1SvImJ_G0022594::ENSMUSG00000003166,MGP_C3HHeJ_G0022325::ENSMUSG00000003166,MGP_CASTEiJ_G0021853::ENSMUSG00000003166,MGP_NODShiLtJ_G0022423::ENSMUSG00000003166
ENSMUSG00000045876::ENSMUSG00000045876,MGP_129S1SvImJ_G0024317::ENSMUSG00000045876,MGP_C3HHeJ_G0024050::ENSMUSG00000045876,MGP_CASTEiJ_G0023525::ENSMUSG00000045876,MGP_NODShiLtJ_G0024146::ENSMUSG00000045876
ENSMUSG00000062270::ENSMUSG00000062270,MGP_129S1SvImJ_G0035120::ENSMUSG00000062270,MGP_C3HHeJ_G0034804::ENSMUSG00000062270,MGP_CASTEiJ_G0034116::ENSMUSG00000062270,MGP_NODShiLtJ_G0034921::ENSMUSG00000062270
ENSMUSG00000037379::ENSMUSG00000037379,MGP_129S1SvImJ_G0029442::ENSMUSG00000037379,MGP_C3HHeJ_G0029141::ENSMUSG00000037379,MGP_CASTEiJ_G0028550::ENSMUSG00000037379,MGP_NODShiLtJ_G0029246::ENSMUSG00000037379
ENSMUSG00000045331::ENSMUSG00000045331,MGP_129S1SvImJ_G0022986::ENSMUSG00000045331,MGP_C3HHeJ_G0022718::ENSMUSG00000045331,MGP_CASTEiJ_G0022240::ENSMUSG00000045331,MGP_NODShiLtJ_G0022815::ENSMUSG00000045331
ENSMUSG00000026450::ENSMUSG00000026450,MGP_129S1SvImJ_G0016498::ENSMUSG00000026450,MGP_C3HHeJ_G0016267::ENSMUSG00000026450,MGP_CASTEiJ_G0015847::ENSMUSG00000026450,MGP_NODShiLtJ_G0016370::ENSMUSG00000026450
ENSMUSG00000038417::ENSMUSG00000038417,MGP_129S1SvImJ_G0017170::ENSMUSG00000038417,MGP_C3HHeJ_G0016930::ENSMUSG00000038417,MGP_CASTEiJ_G0016509::ENSMUSG00000038417,MGP_NODShiLtJ_G0017034::ENSMUSG00000038417
ENSMUSG00000054612::ENSMUSG00000054612,MGP_129S1SvImJ_G0033137::ENSMUSG00000054612,MGP_C3HHeJ_G0032834::ENSMUSG00000054612,MGP_CASTEiJ_G0032164::ENSMUSG00000054612,MGP_NODShiLtJ_G0032944::ENSMUSG00000054612
ENSMUSG00000006335::ENSMUSG00000006335,MGP_129S1SvImJ_G0031523::ENSMUSG00000006335,MGP_C3HHeJ_G0031226::ENSMUSG00000006335,MGP_CASTEiJ_G0030595::ENSMUSG00000006335,MGP_NODShiLtJ_G0031334::ENSMUSG00000006335
ENSMUSG00000038422::ENSMUSG00000038422,MGP_129S1SvImJ_G0028355::ENSMUSG00000038422,MGP_C3HHeJ_G0028054::ENSMUSG00000038422,MGP_CASTEiJ_G0027490::ENSMUSG00000038422,MGP_NODShiLtJ_G0028163::ENSMUSG00000038422
ENSMUSG00000038415::ENSMUSG00000038415,MGP_129S1SvImJ_G0020421::ENSMUSG00000038415,MGP_C3HHeJ_G0020174::ENSMUSG00000038415,MGP_CASTEiJ_G0019691::ENSMUSG00000038415,MGP_NODShiLtJ_G0020263::ENSMUSG00000038415
ENSMUSG00000020549::ENSMUSG00000020549,MGP_129S1SvImJ_G0018473::ENSMUSG00000020549,MGP_C3HHeJ_G0018226::ENSMUSG00000020549,MGP_CASTEiJ_G0017782::ENSMUSG00000020549,MGP_NODShiLtJ_G0018323::ENSMUSG00000020549
ENSMUSG00000027966::ENSMUSG00000027966,MGP_129S1SvImJ_G0027801::ENSMUSG00000027966,MGP_C3HHeJ_G0027502::ENSMUSG00000027966,MGP_CASTEiJ_G0026958::ENSMUSG00000027966,MGP_NODShiLtJ_G0027616::ENSMUSG00000027966
ENSMUSG00000026602::ENSMUSG00000026602,MGP_129S1SvImJ_G0016622::ENSMUSG00000026602,MGP_C3HHeJ_G0016388::ENSMUSG00000026602,MGP_CASTEiJ_G0015968::ENSMUSG00000026602,MGP_NODShiLtJ_G0016492::ENSMUSG00000026602
ENSMUSG00000020580::ENSMUSG00000020580,MGP_129S1SvImJ_G0019613::ENSMUSG00000020580,MGP_C3HHeJ_G0019361::ENSMUSG00000020580,MGP_CASTEiJ_G0018916::ENSMUSG00000020580,MGP_NODShiLtJ_G0019471::ENSMUSG00000020580
ENSMUSG00000020087::ENSMUSG00000020087,MGP_129S1SvImJ_G0017286::ENSMUSG00000020087,MGP_C3HHeJ_G0017047::ENSMUSG00000020087,MGP_CASTEiJ_G0016618::ENSMUSG00000020087,MGP_NODShiLtJ_G0017146::ENSMUSG00000020087
ENSMUSG00000054893::ENSMUSG00000054893,MGP_129S1SvImJ_G0031599::ENSMUSG00000054893,MGP_C3HHeJ_G0031302::ENSMUSG00000054893,MGP_CASTEiJ_G0030665::ENSMUSG00000054893,MGP_NODShiLtJ_G0031410::ENSMUSG00000054893
ENSMUSG00000028747::ENSMUSG00000028747,MGP_129S1SvImJ_G0029010::ENSMUSG00000028747,MGP_C3HHeJ_G0028707::ENSMUSG00000028747,MGP_CASTEiJ_G0028139::ENSMUSG00000028747,MGP_NODShiLtJ_G0028814::ENSMUSG00000028747
ENSMUSG00000048185::ENSMUSG00000048185,MGP_129S1SvImJ_G0017317::ENSMUSG00000048185,MGP_C3HHeJ_G0017078::ENSMUSG00000048185,MGP_CASTEiJ_G0027288::ENSMUSG00000048185,MGP_NODShiLtJ_G0027948::ENSMUSG00000048185
ENSMUSG00000032503::ENSMUSG00000032503,MGP_129S1SvImJ_G0035376::ENSMUSG00000032503,MGP_C3HHeJ_G0035060::ENSMUSG00000032503,MGP_CASTEiJ_G0034366::ENSMUSG00000032503,MGP_NODShiLtJ_G0035173::ENSMUSG00000032503
ENSMUSG00000034037::ENSMUSG00000034037,MGP_129S1SvImJ_G0031054::ENSMUSG00000034037,MGP_C3HHeJ_G0030674::ENSMUSG00000034037,MGP_CASTEiJ_G0030141::ENSMUSG00000034037,MGP_NODShiLtJ_G0030861::ENSMUSG00000034037
ENSMUSG00000064061::ENSMUSG00000064061,MGP_129S1SvImJ_G0022870::ENSMUSG00000064061,MGP_C3HHeJ_G0022600::ENSMUSG00000064061,MGP_CASTEiJ_G0022126::ENSMUSG00000064061,MGP_NODShiLtJ_G0022698::ENSMUSG00000064061
ENSMUSG00000022203::ENSMUSG00000022203,MGP_129S1SvImJ_G0021331::ENSMUSG00000022203,MGP_C3HHeJ_G0021074::ENSMUSG00000022203,MGP_CASTEiJ_G0020593::ENSMUSG00000022203,MGP_NODShiLtJ_G0021168::ENSMUSG00000022203
ENSMUSG00000037408::ENSMUSG00000037408,MGP_129S1SvImJ_G0015924::ENSMUSG00000037408,MGP_C3HHeJ_G0015695::ENSMUSG00000037408,MGP_CASTEiJ_G0015276::ENSMUSG00000037408,MGP_NODShiLtJ_G0015790::ENSMUSG00000037408
ENSMUSG00000020994::ENSMUSG00000020994,MGP_129S1SvImJ_G0019768::ENSMUSG00000020994,MGP_C3HHeJ_G0019512::ENSMUSG00000020994,MGP_CASTEiJ_G0019064::ENSMUSG00000020994,MGP_NODShiLtJ_G0019623::ENSMUSG00000020994
ENSMUSG00000010342::ENSMUSG00000010342,MGP_129S1SvImJ_G0018904::ENSMUSG00000010342,MGP_C3HHeJ_G0018658::ENSMUSG00000010342,MGP_CASTEiJ_G0018213::ENSMUSG00000010342,MGP_NODShiLtJ_G0018753::ENSMUSG00000010342
ENSMUSG00000027445::ENSMUSG00000027445,MGP_129S1SvImJ_G0026618::ENSMUSG00000027445,MGP_C3HHeJ_G0026337::ENSMUSG00000027445,MGP_CASTEiJ_G0025798::ENSMUSG00000027445,MGP_NODShiLtJ_G0026435::ENSMUSG00000027445
ENSMUSG00000055415::ENSMUSG00000055415,MGP_129S1SvImJ_G0018170::ENSMUSG00000055415,MGP_C3HHeJ_G0017924::ENSMUSG00000055415,MGP_CASTEiJ_G0017488::ENSMUSG00000055415,MGP_NODShiLtJ_G0018025::ENSMUSG00000055415
ENSMUSG00000054428::ENSMUSG00000054428,MGP_129S1SvImJ_G0028873::ENSMUSG00000054428,MGP_C3HHeJ_G0028569::ENSMUSG00000054428,MGP_CASTEiJ_G0028002::ENSMUSG00000054428,MGP_NODShiLtJ_G0028677::ENSMUSG00000054428
ENSMUSG00000002111::ENSMUSG00000002111,MGP_129S1SvImJ_G0026141::ENSMUSG00000002111,MGP_C3HHeJ_G0025862::ENSMUSG00000002111,MGP_CASTEiJ_G0025327::ENSMUSG00000002111,MGP_NODShiLtJ_G0025965::ENSMUSG00000002111
ENSMUSG00000020743::ENSMUSG00000020743,MGP_129S1SvImJ_G0019396::ENSMUSG00000020743,MGP_C3HHeJ_G0019145::ENSMUSG00000020743,MGP_CASTEiJ_G0018700::ENSMUSG00000020743,MGP_NODShiLtJ_G0019253::ENSMUSG00000020743
ENSMUSG00000075284::ENSMUSG00000075284,MGP_129S1SvImJ_G0025838::ENSMUSG00000075284,MGP_C3HHeJ_G0025570::ENSMUSG00000075284,MGP_CASTEiJ_G0025034::ENSMUSG00000075284,MGP_NODShiLtJ_G0025675::ENSMUSG00000075284
ENSMUSG00000031343::ENSMUSG00000031343,MGP_129S1SvImJ_G0035793::ENSMUSG00000031343,MGP_C3HHeJ_G0035467::ENSMUSG00000031343,MGP_CASTEiJ_G0034759::ENSMUSG00000031343,MGP_NODShiLtJ_G0035581::ENSMUSG00000031343
ENSMUSG00000005465::ENSMUSG00000005465,MGP_129S1SvImJ_G0033849::ENSMUSG00000005465,MGP_C3HHeJ_G0033535::ENSMUSG00000005465,MGP_CASTEiJ_G0032865::ENSMUSG00000005465,MGP_NODShiLtJ_G0033654::ENSMUSG00000005465
ENSMUSG00000070713::ENSMUSG00000070713,MGP_129S1SvImJ_G0036145::ENSMUSG00000070713,MGP_C3HHeJ_G0035821::ENSMUSG00000070713,MGP_CASTEiJ_G0035113::ENSMUSG00000070713,MGP_NODShiLtJ_G0035926::ENSMUSG00000070713
ENSMUSG00000041632::ENSMUSG00000041632,MGP_129S1SvImJ_G0020875::ENSMUSG00000041632,MGP_C3HHeJ_G0020618::ENSMUSG00000041632,MGP_CASTEiJ_G0020136::ENSMUSG00000041632,MGP_NODShiLtJ_G0020712::ENSMUSG00000041632
ENSMUSG00000050035::ENSMUSG00000050035,MGP_129S1SvImJ_G0017596::ENSMUSG00000050035,MGP_C3HHeJ_G0017361::ENSMUSG00000050035,MGP_CASTEiJ_G0016928::ENSMUSG00000050035,MGP_NODShiLtJ_G0017459::ENSMUSG00000050035
ENSMUSG00000079434::ENSMUSG00000079434,MGP_129S1SvImJ_G0016267::ENSMUSG00000079434,MGP_C3HHeJ_G0016033::ENSMUSG00000079434,MGP_CASTEiJ_G0015618::ENSMUSG00000079434,MGP_NODShiLtJ_G0016137::ENSMUSG00000079434
ENSMUSG00000036613::ENSMUSG00000036613,MGP_129S1SvImJ_G0019647::ENSMUSG00000036613,MGP_C3HHeJ_G0019395::ENSMUSG00000036613,MGP_CASTEiJ_G0018950::ENSMUSG00000036613,MGP_NODShiLtJ_G0019506::ENSMUSG00000036613
ENSMUSG00000047960::ENSMUSG00000047960,MGP_129S1SvImJ_G0022916::ENSMUSG00000047960,MGP_C3HHeJ_G0022646::ENSMUSG00000047960,MGP_CASTEiJ_G0022173::ENSMUSG00000047960,MGP_NODShiLtJ_G0022744::ENSMUSG00000047960
ENSMUSG00000032046::ENSMUSG00000032046,MGP_129S1SvImJ_G0026632::ENSMUSG00000032046,MGP_C3HHeJ_G0026352::ENSMUSG00000032046,MGP_CASTEiJ_G0025812::ENSMUSG00000032046,MGP_NODShiLtJ_G0026452::ENSMUSG00000032046
ENSMUSG00000037331::ENSMUSG00000037331,MGP_129S1SvImJ_G0018341::ENSMUSG00000037331,MGP_C3HHeJ_G0018093::ENSMUSG00000037331,MGP_CASTEiJ_G0017658::ENSMUSG00000037331,MGP_NODShiLtJ_G0018194::ENSMUSG00000037331
ENSMUSG00000052415::ENSMUSG00000052415,MGP_129S1SvImJ_G0027534::ENSMUSG00000052415,MGP_C3HHeJ_G0027246::ENSMUSG00000052415,MGP_CASTEiJ_G0026694::ENSMUSG00000052415,MGP_NODShiLtJ_G0027354::ENSMUSG00000052415
ENSMUSG00000016534::ENSMUSG00000016534,MGP_129S1SvImJ_G0035665::ENSMUSG00000016534,MGP_C3HHeJ_G0035338::ENSMUSG00000016534,MGP_CASTEiJ_G0034629::ENSMUSG00000016534,MGP_NODShiLtJ_G0035453::ENSMUSG00000016534
ENSMUSG00000015957::ENSMUSG00000015957,MGP_129S1SvImJ_G0032543::ENSMUSG00000015957,MGP_C3HHeJ_G0032243::ENSMUSG00000015957,MGP_CASTEiJ_G0031570::ENSMUSG00000015957,MGP_NODShiLtJ_G0032351::ENSMUSG00000015957
ENSMUSG00000003228::ENSMUSG00000003228,MGP_129S1SvImJ_G0025299::ENSMUSG00000003228,MGP_C3HHeJ_G0025030::ENSMUSG00000003228,MGP_CASTEiJ_G0024495::ENSMUSG00000003228,MGP_NODShiLtJ_G0025136::ENSMUSG00000003228
ENSMUSG00000075074::ENSMUSG00000075074,MGP_129S1SvImJ_G0026110::ENSMUSG00000075074,MGP_C3HHeJ_G0025833::ENSMUSG00000075074,MGP_CASTEiJ_G0025296::ENSMUSG00000075074,MGP_NODShiLtJ_G0025936::ENSMUSG00000075074
ENSMUSG00000067679::ENSMUSG00000067679,MGP_129S1SvImJ_G0035876::ENSMUSG00000067679,MGP_C3HHeJ_G0035553::ENSMUSG00000067679,MGP_CASTEiJ_G0034841::ENSMUSG00000067679,MGP_NODShiLtJ_G0035659::ENSMUSG00000067679
ENSMUSG00000004451::ENSMUSG00000004451,MGP_129S1SvImJ_G0016395::ENSMUSG00000004451,MGP_C3HHeJ_G0016164::ENSMUSG00000004451,MGP_CASTEiJ_G0015745::ENSMUSG00000004451,MGP_NODShiLtJ_G0016267::ENSMUSG00000004451
