Mouse gene stable ID	Gene stable ID	Mouse homology type	Mouse C3H/HeJ gene stable ID	Mouse C3H/HeJ homology type	Mouse NOD/ShiLtJ gene stable ID	Mouse NOD/ShiLtJ homology type	Mouse CAST/EiJ gene stable ID	Mouse CAST/EiJ homology type
ENSMUSG00000100850	MGP_129S1SvImJ_G0004906	ortholog_one2one	MGP_C3HHeJ_G0004818	ortholog_one2one	MGP_NODShiLtJ_G0004834	ortholog_one2one	MGP_CASTEiJ_G0004768	ortholog_one2one
ENSMUSG00000104778	MGP_129S1SvImJ_G0006819	ortholog_one2one	MGP_C3HHeJ_G0006734	ortholog_one2one	MGP_NODShiLtJ_G0006743	ortholog_one2one	MGP_CASTEiJ_G0006656	ortholog_one2one
ENSMUSG00000099945	MGP_129S1SvImJ_G0004836	ortholog_one2one	MGP_C3HHeJ_G0004747	ortholog_one2one	MGP_NODShiLtJ_G0004762	ortholog_one2one	MGP_CASTEiJ_G0004701	ortholog_one2one
ENSMUSG00000084996	MGP_129S1SvImJ_G0005267	ortholog_one2one	MGP_C3HHeJ_G0005181	ortholog_one2one	MGP_NODShiLtJ_G0005196	ortholog_one2one	MGP_CASTEiJ_G0005128	ortholog_one2one
ENSMUSG00000097007	MGP_129S1SvImJ_G0005100	ortholog_one2one	MGP_C3HHeJ_G0005013	ortholog_one2one	MGP_NODShiLtJ_G0005027	ortholog_one2one	MGP_CASTEiJ_G0004960	ortholog_one2one
ENSMUSG00000107847	MGP_129S1SvImJ_G0006900	ortholog_one2one	MGP_C3HHeJ_G0006815	ortholog_one2one	MGP_NODShiLtJ_G0006822	ortholog_one2one	MGP_CASTEiJ_G0006733	ortholog_one2one
ENSMUSG00000106906	MGP_129S1SvImJ_G0006682	ortholog_one2one	MGP_C3HHeJ_G0006597	ortholog_one2one	MGP_NODShiLtJ_G0006607	ortholog_one2one	MGP_CASTEiJ_G0006520	ortholog_one2one
ENSMUSG00000107271	MGP_129S1SvImJ_G0006877	ortholog_one2one	MGP_C3HHeJ_G0006792	ortholog_one2one	MGP_NODShiLtJ_G0006799	ortholog_one2one	MGP_CASTEiJ_G0006711	ortholog_one2one
	MGP_129S1SvImJ_G0005389							
ENSMUSG00000085402	MGP_129S1SvImJ_G0005203	ortholog_one2one	MGP_C3HHeJ_G0005117	ortholog_one2one	MGP_NODShiLtJ_G0005132	ortholog_one2one	MGP_CASTEiJ_G0005064	ortholog_one2one
ENSMUSG00000108417	MGP_129S1SvImJ_G0007269	ortholog_one2one	MGP_C3HHeJ_G0007188	ortholog_one2one	MGP_NODShiLtJ_G0007191	ortholog_one2one	MGP_CASTEiJ_G0007090	ortholog_one2one
ENSMUSG00000097398	MGP_129S1SvImJ_G0004901	ortholog_one2one	MGP_C3HHeJ_G0004813	ortholog_one2one	MGP_NODShiLtJ_G0004829	ortholog_one2one	MGP_CASTEiJ_G0004764	ortholog_one2one
ENSMUSG00000101356	MGP_129S1SvImJ_G0005631	ortholog_one2one	MGP_C3HHeJ_G0005545	ortholog_one2one	MGP_NODShiLtJ_G0005562	ortholog_one2one	MGP_CASTEiJ_G0005489	ortholog_one2one
ENSMUSG00000096796	MGP_129S1SvImJ_G0005820	ortholog_one2one	MGP_C3HHeJ_G0005738	ortholog_one2one	MGP_NODShiLtJ_G0005756	ortholog_one2one	MGP_CASTEiJ_G0005676	ortholog_one2one
ENSMUSG00000099558	MGP_129S1SvImJ_G0007195	ortholog_one2one	MGP_C3HHeJ_G0007113	ortholog_one2one	MGP_NODShiLtJ_G0007117	ortholog_one2one	MGP_CASTEiJ_G0007015	ortholog_one2one
ENSMUSG00000086114	MGP_129S1SvImJ_G0006102	ortholog_one2one	MGP_C3HHeJ_G0006019	ortholog_one2one	MGP_NODShiLtJ_G0006038	ortholog_one2one	MGP_CASTEiJ_G0005956	ortholog_one2one
ENSMUSG00000101553	MGP_129S1SvImJ_G0007032	ortholog_one2one	MGP_C3HHeJ_G0006920	ortholog_one2one	MGP_NODShiLtJ_G0006954	ortholog_one2one	MGP_CASTEiJ_G0006859	ortholog_one2one
ENSMUSG00000094002	MGP_129S1SvImJ_G0005349	ortholog_one2one	MGP_C3HHeJ_G0005263	ortholog_one2one	MGP_NODShiLtJ_G0005277	ortholog_one2one	MGP_CASTEiJ_G0005210	ortholog_one2one
ENSMUSG00000097921	MGP_129S1SvImJ_G0005128	ortholog_one2one	MGP_C3HHeJ_G0005041	ortholog_one2one	MGP_NODShiLtJ_G0005055	ortholog_one2one	MGP_CASTEiJ_G0004988	ortholog_one2one
ENSMUSG00000097206	MGP_129S1SvImJ_G0006942	ortholog_one2one	MGP_C3HHeJ_G0006857	ortholog_one2one			MGP_CASTEiJ_G0006774	ortholog_one2one
ENSMUSG00000107131	MGP_129S1SvImJ_G0006615	ortholog_one2one	MGP_C3HHeJ_G0006531	ortholog_one2one	MGP_NODShiLtJ_G0006541	ortholog_one2one	MGP_CASTEiJ_G0006455	ortholog_one2one
ENSMUSG00000087210	MGP_129S1SvImJ_G0004936	ortholog_one2one	MGP_C3HHeJ_G0004848	ortholog_one2one	MGP_NODShiLtJ_G0004863	ortholog_one2one	MGP_CASTEiJ_G0004797	ortholog_one2one
ENSMUSG00000085933	MGP_129S1SvImJ_G0006484	ortholog_one2one	MGP_C3HHeJ_G0006400	ortholog_one2one	MGP_NODShiLtJ_G0006414	ortholog_one2one	MGP_CASTEiJ_G0006332	ortholog_one2one
ENSMUSG00000072591	MGP_129S1SvImJ_G0006824	ortholog_one2one	MGP_C3HHeJ_G0006739	ortholog_one2one	MGP_NODShiLtJ_G0006748	ortholog_one2one	MGP_CASTEiJ_G0006661	ortholog_one2one
ENSMUSG00000099808	MGP_129S1SvImJ_G0004988	ortholog_one2one	MGP_C3HHeJ_G0004900	ortholog_one2one	MGP_NODShiLtJ_G0004915	ortholog_one2one	MGP_CASTEiJ_G0004849	ortholog_one2one
ENSMUSG00000107880	MGP_129S1SvImJ_G0006993	ortholog_one2one	MGP_C3HHeJ_G0006960	ortholog_one2one	MGP_NODShiLtJ_G0006914	ortholog_one2one	MGP_CASTEiJ_G0006823	ortholog_one2one
ENSMUSG00000097502	MGP_129S1SvImJ_G0005473	ortholog_one2one	MGP_C3HHeJ_G0005388	ortholog_one2one	MGP_NODShiLtJ_G0005402	ortholog_one2one	MGP_CASTEiJ_G0005331	ortholog_one2one
ENSMUSG00000085618	MGP_129S1SvImJ_G0006069	ortholog_one2one	MGP_C3HHeJ_G0005986	ortholog_one2one	MGP_NODShiLtJ_G0006005	ortholog_one2one	MGP_CASTEiJ_G0005923	ortholog_one2one
ENSMUSG00000085183	MGP_129S1SvImJ_G0006459	ortholog_one2one	MGP_C3HHeJ_G0006375	ortholog_one2one	MGP_NODShiLtJ_G0006389	ortholog_one2one	MGP_CASTEiJ_G0006308	ortholog_one2one
ENSMUSG00000085017	MGP_129S1SvImJ_G0005890	ortholog_one2one	MGP_C3HHeJ_G0005809	ortholog_one2one	MGP_NODShiLtJ_G0005828	ortholog_one2one	MGP_CASTEiJ_G0005745	ortholog_one2one
ENSMUSG00000098061	MGP_129S1SvImJ_G0005411	ortholog_one2one	MGP_C3HHeJ_G0005324	ortholog_one2one	MGP_NODShiLtJ_G0005338	ortholog_one2one	MGP_CASTEiJ_G0005269	ortholog_one2one
ENSMUSG00000102046	MGP_129S1SvImJ_G0007322	ortholog_one2one	MGP_C3HHeJ_G0007241	ortholog_one2one	MGP_NODShiLtJ_G0007244	ortholog_one2one	MGP_CASTEiJ_G0007143	ortholog_one2one
ENSMUSG00000107193	MGP_129S1SvImJ_G0006624	ortholog_one2one	MGP_C3HHeJ_G0006540	ortholog_one2one	MGP_NODShiLtJ_G0006550	ortholog_one2one	MGP_CASTEiJ_G0006464	ortholog_one2one
ENSMUSG00000078314	MGP_129S1SvImJ_G0007546	ortholog_one2one	MGP_C3HHeJ_G0007465	ortholog_one2one	MGP_NODShiLtJ_G0007469	ortholog_one2one	MGP_CASTEiJ_G0007368	ortholog_one2one
ENSMUSG00000112117	MGP_129S1SvImJ_G0005144	ortholog_one2one	MGP_C3HHeJ_G0005056	ortholog_one2one	MGP_NODShiLtJ_G0005071	ortholog_one2one	MGP_CASTEiJ_G0005004	ortholog_one2one
ENSMUSG00000097365	MGP_129S1SvImJ_G0006119	ortholog_one2one	MGP_C3HHeJ_G0006036	ortholog_one2one	MGP_NODShiLtJ_G0006054	ortholog_one2one	MGP_CASTEiJ_G0005972	ortholog_one2one
	MGP_129S1SvImJ_G0007234							
ENSMUSG00000106441	MGP_129S1SvImJ_G0006163	ortholog_one2one	MGP_C3HHeJ_G0006081	ortholog_one2one	MGP_NODShiLtJ_G0006099	ortholog_one2one	MGP_CASTEiJ_G0006016	ortholog_one2one
ENSMUSG00000101517	MGP_129S1SvImJ_G0005150	ortholog_one2one	MGP_C3HHeJ_G0005062	ortholog_one2one	MGP_NODShiLtJ_G0005077	ortholog_one2one	MGP_CASTEiJ_G0005010	ortholog_one2one
ENSMUSG00000086477	MGP_129S1SvImJ_G0007242	ortholog_one2one	MGP_C3HHeJ_G0007161	ortholog_one2one	MGP_NODShiLtJ_G0007164	ortholog_one2one	MGP_CASTEiJ_G0007063	ortholog_one2one
ENSMUSG00000086160	MGP_129S1SvImJ_G0005617	ortholog_one2one	MGP_C3HHeJ_G0005531	ortholog_one2one	MGP_NODShiLtJ_G0005548	ortholog_one2one	MGP_CASTEiJ_G0005475	ortholog_one2one
ENSMUSG00000085903	MGP_129S1SvImJ_G0005685	ortholog_one2one	MGP_C3HHeJ_G0005599	ortholog_one2one	MGP_NODShiLtJ_G0005616	ortholog_one2one	MGP_CASTEiJ_G0005542	ortholog_one2one
ENSMUSG00000097787	MGP_129S1SvImJ_G0005825	ortholog_one2one	MGP_C3HHeJ_G0005743	ortholog_one2one	MGP_NODShiLtJ_G0005761	ortholog_one2one	MGP_CASTEiJ_G0005681	ortholog_one2one
ENSMUSG00000099996	MGP_129S1SvImJ_G0004877	ortholog_one2one	MGP_C3HHeJ_G0004788	ortholog_one2one	MGP_NODShiLtJ_G0004803	ortholog_one2one	MGP_CASTEiJ_G0004741	ortholog_one2one
ENSMUSG00000086490	MGP_129S1SvImJ_G0005243	ortholog_one2one	MGP_C3HHeJ_G0005157	ortholog_one2one	MGP_NODShiLtJ_G0005172	ortholog_one2one	MGP_CASTEiJ_G0005104	ortholog_one2one
ENSMUSG00000108553	MGP_129S1SvImJ_G0007131	ortholog_one2one	MGP_C3HHeJ_G0007049	ortholog_one2one	MGP_NODShiLtJ_G0007053	ortholog_one2one	MGP_CASTEiJ_G0006952	ortholog_one2one
ENSMUSG00000099749	MGP_129S1SvImJ_G0005107	ortholog_one2one	MGP_C3HHeJ_G0005020	ortholog_one2one	MGP_NODShiLtJ_G0005034	ortholog_one2one	MGP_CASTEiJ_G0004967	ortholog_one2one
ENSMUSG00000097539	MGP_129S1SvImJ_G0006248	ortholog_one2one	MGP_C3HHeJ_G0006167	ortholog_one2one	MGP_NODShiLtJ_G0006185	ortholog_one2one	MGP_CASTEiJ_G0006101	ortholog_one2one
ENSMUSG00000086955	MGP_129S1SvImJ_G0006502	ortholog_one2one	MGP_C3HHeJ_G0006418	ortholog_one2one	MGP_NODShiLtJ_G0006432	ortholog_one2one	MGP_CASTEiJ_G0006350	ortholog_one2one
ENSMUSG00000101797	MGP_129S1SvImJ_G0005555	ortholog_one2one	MGP_C3HHeJ_G0005468	ortholog_one2one	MGP_NODShiLtJ_G0005484	ortholog_one2one	MGP_CASTEiJ_G0005411	ortholog_one2one
ENSMUSG00000098053	MGP_129S1SvImJ_G0006858	ortholog_one2one	MGP_C3HHeJ_G0006773	ortholog_one2one	MGP_NODShiLtJ_G0006780	ortholog_one2one	MGP_CASTEiJ_G0006692	ortholog_one2one
ENSMUSG00000086928	MGP_129S1SvImJ_G0006024	ortholog_one2one	MGP_C3HHeJ_G0005943	ortholog_one2one	MGP_NODShiLtJ_G0005960	ortholog_one2one	MGP_CASTEiJ_G0005878	ortholog_one2one
ENSMUSG00000108593	MGP_129S1SvImJ_G0007115	ortholog_one2one	MGP_C3HHeJ_G0007032	ortholog_one2one	MGP_NODShiLtJ_G0007038	ortholog_one2one		
ENSMUSG00000099338	MGP_129S1SvImJ_G0007304	ortholog_one2one	MGP_C3HHeJ_G0007222	ortholog_one2one	MGP_NODShiLtJ_G0007226	ortholog_one2one	MGP_CASTEiJ_G0007125	ortholog_one2one
ENSMUSG00000100851	MGP_129S1SvImJ_G0004958	ortholog_one2one	MGP_C3HHeJ_G0004870	ortholog_one2one	MGP_NODShiLtJ_G0004885	ortholog_one2one	MGP_CASTEiJ_G0004819	ortholog_one2one
ENSMUSG00000100001	MGP_129S1SvImJ_G0005847	ortholog_one2one	MGP_C3HHeJ_G0005765	ortholog_one2one	MGP_NODShiLtJ_G0005784	ortholog_one2one	MGP_CASTEiJ_G0005702	ortholog_one2one
ENSMUSG00000108298	MGP_129S1SvImJ_G0006950	ortholog_one2one	MGP_C3HHeJ_G0006865	ortholog_one2one	MGP_NODShiLtJ_G0006870	ortholog_one2one	MGP_CASTEiJ_G0006782	ortholog_one2one
ENSMUSG00000107744	MGP_129S1SvImJ_G0007058	ortholog_one2one	MGP_C3HHeJ_G0006894	ortholog_one2one	MGP_NODShiLtJ_G0006980	ortholog_one2one	MGP_CASTEiJ_G0006885	ortholog_one2one
ENSMUSG00000086919	MGP_129S1SvImJ_G0005282	ortholog_one2one	MGP_C3HHeJ_G0005196	ortholog_one2one	MGP_NODShiLtJ_G0005210	ortholog_one2one	MGP_CASTEiJ_G0005143	ortholog_one2one
ENSMUSG00000097580	MGP_129S1SvImJ_G0005347	ortholog_one2one	MGP_C3HHeJ_G0005261	ortholog_one2one	MGP_NODShiLtJ_G0005275	ortholog_one2one	MGP_CASTEiJ_G0005208	ortholog_one2one
ENSMUSG00000087040	MGP_129S1SvImJ_G0005917	ortholog_one2one	MGP_C3HHeJ_G0005836	ortholog_one2one	MGP_NODShiLtJ_G0005855	ortholog_one2one	MGP_CASTEiJ_G0005772	ortholog_one2one
ENSMUSG00000104411	MGP_129S1SvImJ_G0006128	ortholog_one2one	MGP_C3HHeJ_G0006045	ortholog_one2one	MGP_NODShiLtJ_G0006063	ortholog_one2one	MGP_CASTEiJ_G0005981	ortholog_one2one
ENSMUSG00000087147	MGP_129S1SvImJ_G0006057	ortholog_one2one	MGP_C3HHeJ_G0005974	ortholog_one2one	MGP_NODShiLtJ_G0005993	ortholog_one2one	MGP_CASTEiJ_G0005911	ortholog_one2one
ENSMUSG00000104909	MGP_129S1SvImJ_G0006368	ortholog_one2one	MGP_C3HHeJ_G0006286	ortholog_one2one	MGP_NODShiLtJ_G0006302	ortholog_one2one	MGP_CASTEiJ_G0006220	ortholog_one2one
ENSMUSG00000046995	MGP_129S1SvImJ_G0007489	ortholog_one2one	MGP_C3HHeJ_G0007406	ortholog_one2one	MGP_NODShiLtJ_G0007410	ortholog_one2one	MGP_CASTEiJ_G0007309	ortholog_one2one
ENSMUSG00000097154	MGP_129S1SvImJ_G0005751	ortholog_one2one	MGP_C3HHeJ_G0005666	ortholog_one2one	MGP_NODShiLtJ_G0005683	ortholog_one2one	MGP_CASTEiJ_G0005608	ortholog_one2one
ENSMUSG00000101919	MGP_129S1SvImJ_G0004813	ortholog_one2one	MGP_C3HHeJ_G0004724	ortholog_one2one	MGP_NODShiLtJ_G0004740	ortholog_one2one	MGP_CASTEiJ_G0004680	ortholog_one2one
ENSMUSG00000097005	MGP_129S1SvImJ_G0006394	ortholog_one2one	MGP_C3HHeJ_G0006310	ortholog_one2one	MGP_NODShiLtJ_G0006328	ortholog_one2one	MGP_CASTEiJ_G0006245	ortholog_one2one
ENSMUSG00000086899	MGP_129S1SvImJ_G0005684	ortholog_one2one	MGP_C3HHeJ_G0005598	ortholog_one2one	MGP_NODShiLtJ_G0005615	ortholog_one2one	MGP_CASTEiJ_G0005541	ortholog_one2one
ENSMUSG00000087225	MGP_129S1SvImJ_G0005984	ortholog_one2one	MGP_C3HHeJ_G0005903	ortholog_one2one	MGP_NODShiLtJ_G0005920	ortholog_one2one	MGP_CASTEiJ_G0005838	ortholog_one2one
ENSMUSG00000096931	MGP_129S1SvImJ_G0007073	ortholog_one2one	MGP_C3HHeJ_G0006991	ortholog_one2one	MGP_NODShiLtJ_G0006996	ortholog_one2one	MGP_CASTEiJ_G0006900	ortholog_one2one
ENSMUSG00000086470	MGP_129S1SvImJ_G0006437	ortholog_one2one	MGP_C3HHeJ_G0006353	ortholog_one2one	MGP_NODShiLtJ_G0006367	ortholog_one2one		
ENSMUSG00000100010	MGP_129S1SvImJ_G0006115	ortholog_one2one	MGP_C3HHeJ_G0006032	ortholog_one2one	MGP_NODShiLtJ_G0006051	ortholog_one2one	MGP_CASTEiJ_G0005969	ortholog_one2one
ENSMUSG00000106987	MGP_129S1SvImJ_G0006669	ortholog_one2one	MGP_C3HHeJ_G0006584	ortholog_one2one	MGP_NODShiLtJ_G0006594	ortholog_one2one	MGP_CASTEiJ_G0006507	ortholog_one2one
ENSMUSG00000085084	MGP_129S1SvImJ_G0006374	ortholog_one2one	MGP_C3HHeJ_G0006292	ortholog_one2one	MGP_NODShiLtJ_G0006308	ortholog_one2one	MGP_CASTEiJ_G0006226	ortholog_one2one
ENSMUSG00000097071	MGP_129S1SvImJ_G0005384	ortholog_one2one	MGP_C3HHeJ_G0005298	ortholog_one2one	MGP_NODShiLtJ_G0005312	ortholog_one2one	MGP_CASTEiJ_G0005242	ortholog_one2one
ENSMUSG00000100987	MGP_129S1SvImJ_G0004971	ortholog_one2one	MGP_C3HHeJ_G0004883	ortholog_one2one	MGP_NODShiLtJ_G0004898	ortholog_one2one	MGP_CASTEiJ_G0004832	ortholog_one2one
ENSMUSG00000086540	MGP_129S1SvImJ_G0007573	ortholog_one2one	MGP_C3HHeJ_G0007493	ortholog_one2one	MGP_NODShiLtJ_G0007494	ortholog_one2one	MGP_CASTEiJ_G0007394	ortholog_one2one
ENSMUSG00000086783	MGP_129S1SvImJ_G0006083	ortholog_one2one	MGP_C3HHeJ_G0006000	ortholog_one2one	MGP_NODShiLtJ_G0006019	ortholog_one2one	MGP_CASTEiJ_G0005937	ortholog_one2one
ENSMUSG00000086177	MGP_129S1SvImJ_G0006104	ortholog_one2one	MGP_C3HHeJ_G0006021	ortholog_one2one	MGP_NODShiLtJ_G0006040	ortholog_one2one	MGP_CASTEiJ_G0005958	ortholog_one2one
ENSMUSG00000018451	MGP_129S1SvImJ_G0005250	ortholog_one2one	MGP_C3HHeJ_G0005164	ortholog_one2one	MGP_NODShiLtJ_G0005179	ortholog_one2one	MGP_CASTEiJ_G0005111	ortholog_one2one
ENSMUSG00000100094	MGP_129S1SvImJ_G0007185	ortholog_one2one	MGP_C3HHeJ_G0007103	ortholog_one2one	MGP_NODShiLtJ_G0007107	ortholog_one2one	MGP_CASTEiJ_G0007006	ortholog_one2one
ENSMUSG00000100830	MGP_129S1SvImJ_G0004970	ortholog_one2one	MGP_C3HHeJ_G0004882	ortholog_one2one	MGP_NODShiLtJ_G0004897	ortholog_one2one	MGP_CASTEiJ_G0004831	ortholog_one2one
ENSMUSG00000097621	MGP_129S1SvImJ_G0005656	ortholog_one2one	MGP_C3HHeJ_G0005570	ortholog_one2one	MGP_NODShiLtJ_G0005587	ortholog_one2one	MGP_CASTEiJ_G0005514	ortholog_one2one
ENSMUSG00000098311	MGP_129S1SvImJ_G0007569	ortholog_one2one	MGP_C3HHeJ_G0007489	ortholog_one2one	MGP_NODShiLtJ_G0007490	ortholog_one2one	MGP_CASTEiJ_G0007391	ortholog_one2one
ENSMUSG00000074758	MGP_129S1SvImJ_G0006030	ortholog_one2one	MGP_C3HHeJ_G0005949	ortholog_one2one	MGP_NODShiLtJ_G0005966	ortholog_one2one	MGP_CASTEiJ_G0005884	ortholog_one2one
ENSMUSG00000105952	MGP_129S1SvImJ_G0006314	ortholog_one2one	MGP_C3HHeJ_G0006233	ortholog_one2one	MGP_NODShiLtJ_G0006249	ortholog_one2one	MGP_CASTEiJ_G0006166	ortholog_one2one
ENSMUSG00000097759	MGP_129S1SvImJ_G0005696	ortholog_one2one	MGP_C3HHeJ_G0005612	ortholog_one2one	MGP_NODShiLtJ_G0005629	ortholog_one2one	MGP_CASTEiJ_G0005554	ortholog_one2one
ENSMUSG00000086283	MGP_129S1SvImJ_G0005299	ortholog_one2one	MGP_C3HHeJ_G0005213	ortholog_one2one	MGP_NODShiLtJ_G0005227	ortholog_one2one	MGP_CASTEiJ_G0005160	ortholog_one2one
ENSMUSG00000079603	MGP_129S1SvImJ_G0005864	ortholog_one2one	MGP_C3HHeJ_G0005782	ortholog_one2one	MGP_NODShiLtJ_G0005801	ortholog_one2one	MGP_CASTEiJ_G0005719	ortholog_one2one
	MGP_129S1SvImJ_G0005718							
	MGP_129S1SvImJ_G0005669							
ENSMUSG00000087272	MGP_129S1SvImJ_G0006868	ortholog_one2one	MGP_C3HHeJ_G0006783	ortholog_one2one	MGP_NODShiLtJ_G0006790	ortholog_one2one	MGP_CASTEiJ_G0006702	ortholog_one2one
ENSMUSG00000100197	MGP_129S1SvImJ_G0005925	ortholog_one2one	MGP_C3HHeJ_G0005844	ortholog_one2one	MGP_NODShiLtJ_G0005863	ortholog_one2one	MGP_CASTEiJ_G0005780	ortholog_one2one
ENSMUSG00000100782	MGP_129S1SvImJ_G0007472	ortholog_one2one	MGP_C3HHeJ_G0007389	ortholog_one2one	MGP_NODShiLtJ_G0007393	ortholog_one2one	MGP_CASTEiJ_G0007293	ortholog_one2one
ENSMUSG00000097632	MGP_129S1SvImJ_G0005845	ortholog_one2one	MGP_C3HHeJ_G0005763	ortholog_one2one	MGP_NODShiLtJ_G0005782	ortholog_one2one	MGP_CASTEiJ_G0005700	ortholog_one2one
ENSMUSG00000085681	MGP_129S1SvImJ_G0005999	ortholog_one2one	MGP_C3HHeJ_G0005918	ortholog_one2one	MGP_NODShiLtJ_G0005935	ortholog_one2one	MGP_CASTEiJ_G0005853	ortholog_one2one
ENSMUSG00000086491	MGP_129S1SvImJ_G0005869	ortholog_one2one	MGP_C3HHeJ_G0005787	ortholog_one2one	MGP_NODShiLtJ_G0005806	ortholog_one2one	MGP_CASTEiJ_G0005724	ortholog_one2one
ENSMUSG00000104955	MGP_129S1SvImJ_G0006700	ortholog_one2one	MGP_C3HHeJ_G0006615	ortholog_one2one	MGP_NODShiLtJ_G0006625	ortholog_one2one	MGP_CASTEiJ_G0006538	ortholog_one2one
ENSMUSG00000107287	MGP_129S1SvImJ_G0006610	ortholog_one2one	MGP_C3HHeJ_G0006526	ortholog_one2one	MGP_NODShiLtJ_G0006536	ortholog_one2one	MGP_CASTEiJ_G0006450	ortholog_one2one
ENSMUSG00000097914	MGP_129S1SvImJ_G0005659	ortholog_one2one	MGP_C3HHeJ_G0005573	ortholog_one2one	MGP_NODShiLtJ_G0005590	ortholog_one2one	MGP_CASTEiJ_G0005517	ortholog_one2one
ENSMUSG00000104818	MGP_129S1SvImJ_G0006804	ortholog_one2one	MGP_C3HHeJ_G0006719	ortholog_one2one	MGP_NODShiLtJ_G0006728	ortholog_one2one	MGP_CASTEiJ_G0006642	ortholog_one2one
ENSMUSG00000097527	MGP_129S1SvImJ_G0007187	ortholog_one2one	MGP_C3HHeJ_G0007105	ortholog_one2one	MGP_NODShiLtJ_G0007109	ortholog_one2one	MGP_CASTEiJ_G0007008	ortholog_one2one
ENSMUSG00000097174	MGP_129S1SvImJ_G0007340	ortholog_one2one	MGP_C3HHeJ_G0007259	ortholog_one2one	MGP_NODShiLtJ_G0007261	ortholog_one2one	MGP_CASTEiJ_G0007161	ortholog_one2one
ENSMUSG00000097344	MGP_129S1SvImJ_G0005663	ortholog_one2one	MGP_C3HHeJ_G0005577	ortholog_one2one	MGP_NODShiLtJ_G0005594	ortholog_one2one	MGP_CASTEiJ_G0005521	ortholog_one2one
ENSMUSG00000086008	MGP_129S1SvImJ_G0007578	ortholog_one2one	MGP_C3HHeJ_G0007498	ortholog_one2one	MGP_NODShiLtJ_G0007498	ortholog_one2one	MGP_CASTEiJ_G0007399	ortholog_one2one
	MGP_129S1SvImJ_G0007509							
ENSMUSG00000107933	MGP_129S1SvImJ_G0007056	ortholog_one2one	MGP_C3HHeJ_G0006896	ortholog_one2one	MGP_NODShiLtJ_G0006978	ortholog_one2one	MGP_CASTEiJ_G0006883	ortholog_one2one
ENSMUSG00000100630	MGP_129S1SvImJ_G0006039	ortholog_one2one	MGP_C3HHeJ_G0005958	ortholog_one2one	MGP_NODShiLtJ_G0005975	ortholog_one2one	MGP_CASTEiJ_G0005892	ortholog_one2one
ENSMUSG00000092415	MGP_129S1SvImJ_G0005725	ortholog_one2one	MGP_C3HHeJ_G0005640	ortholog_one2one	MGP_NODShiLtJ_G0005658	ortholog_one2one	MGP_CASTEiJ_G0005583	ortholog_one2one
ENSMUSG00000097896	MGP_129S1SvImJ_G0005671	ortholog_one2one	MGP_C3HHeJ_G0005585	ortholog_one2one	MGP_NODShiLtJ_G0005602	ortholog_one2one	MGP_CASTEiJ_G0005528	ortholog_one2one
ENSMUSG00000103067	MGP_129S1SvImJ_G0004770	ortholog_one2one	MGP_C3HHeJ_G0004681	ortholog_one2one	MGP_NODShiLtJ_G0004697	ortholog_one2one	MGP_CASTEiJ_G0004638	ortholog_one2one
ENSMUSG00000108449	MGP_129S1SvImJ_G0007240	ortholog_one2one	MGP_C3HHeJ_G0007159	ortholog_one2one	MGP_NODShiLtJ_G0007162	ortholog_one2one	MGP_CASTEiJ_G0007061	ortholog_one2one
ENSMUSG00000101705	MGP_129S1SvImJ_G0004915	ortholog_one2one	MGP_C3HHeJ_G0004827	ortholog_one2one	MGP_NODShiLtJ_G0004843	ortholog_one2one	MGP_CASTEiJ_G0004777	ortholog_one2one
ENSMUSG00000097307	MGP_129S1SvImJ_G0005652	ortholog_one2one	MGP_C3HHeJ_G0005566	ortholog_one2one	MGP_NODShiLtJ_G0005583	ortholog_one2one	MGP_CASTEiJ_G0005510	ortholog_one2one
ENSMUSG00000101848	MGP_129S1SvImJ_G0004866	ortholog_one2one	MGP_C3HHeJ_G0004777	ortholog_one2one	MGP_NODShiLtJ_G0004792	ortholog_one2one	MGP_CASTEiJ_G0004730	ortholog_one2one
ENSMUSG00000103718	MGP_129S1SvImJ_G0006201	ortholog_one2one	MGP_C3HHeJ_G0006119	ortholog_one2one	MGP_NODShiLtJ_G0006137	ortholog_one2one	MGP_CASTEiJ_G0006053	ortholog_one2one
ENSMUSG00000085619	MGP_129S1SvImJ_G0007560	ortholog_one2one	MGP_C3HHeJ_G0007480	ortholog_one2one	MGP_NODShiLtJ_G0007481	ortholog_one2one	MGP_CASTEiJ_G0007382	ortholog_one2one
ENSMUSG00000097566	MGP_129S1SvImJ_G0005694	ortholog_one2one	MGP_C3HHeJ_G0005609	ortholog_one2one	MGP_NODShiLtJ_G0005626	ortholog_one2one	MGP_CASTEiJ_G0005551	ortholog_one2one
ENSMUSG00000085035	MGP_129S1SvImJ_G0005177	ortholog_one2one	MGP_C3HHeJ_G0005091	ortholog_one2one	MGP_NODShiLtJ_G0005106	ortholog_one2one	MGP_CASTEiJ_G0005038	ortholog_one2one
ENSMUSG00000103408	MGP_129S1SvImJ_G0006230	ortholog_one2one	MGP_C3HHeJ_G0006148	ortholog_one2one	MGP_NODShiLtJ_G0006166	ortholog_one2one	MGP_CASTEiJ_G0006082	ortholog_one2one
ENSMUSG00000097691	MGP_129S1SvImJ_G0005166	ortholog_one2one	MGP_C3HHeJ_G0005078	ortholog_one2one	MGP_NODShiLtJ_G0005093	ortholog_one2one	MGP_CASTEiJ_G0005026	ortholog_one2one
